Direction,Date,US Port,HS Code 2 Digit,Ship Line Name,Vessel Name,TEUS
I,6/2/18,PT EVERGLADES,60,KING OCEAN SERVICES,PAVO J,1.78
I,6/2/18,PT EVERGLADES,62,KING OCEAN SERVICES,PAVO J,8.85
I,6/2/18,PT EVERGLADES,21,MAERSK LINE,SEALAND MICHIGAN,3
I,6/2/18,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,CAPE EXPRESS,0
I,6/2/18,PT EVERGLADES,48,CROWLEY LINER SERVICES,TUCANA J,2.4
I,6/2/18,PT EVERGLADES,48,CROWLEY LINER SERVICES,PAVO J,0.53
I,6/2/18,PT EVERGLADES,48,CROWLEY LINER SERVICES,MELBOURNE STRAIT,0.59
I,6/2/18,PT EVERGLADES,52,KING OCEAN SERVICES,PAVO J,5.24
I,6/2/18,PT EVERGLADES,63,CROWLEY LINER SERVICES,PAVO J,10.83
I,6/2/18,PT EVERGLADES,90,CROWLEY LINER SERVICES,PAVO J,4.52
I,6/2/18,PT EVERGLADES,7,KING OCEAN SERVICES,TUCANA J,2
I,6/2/18,PT EVERGLADES,7,KING OCEAN SERVICES,PAVO J,2.02
I,6/2/18,PT EVERGLADES,29,MAERSK LINE,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,44,KING OCEAN SERVICES,PAVO J,4.32
I,6/2/18,PT EVERGLADES,45,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,62,KING OCEAN SERVICES,TUCANA J,5
I,6/2/18,PT EVERGLADES,72,KING OCEAN SERVICES,PAVO J,2
I,6/2/18,PT EVERGLADES,86,SEABOARD MARINE LTD,MELBOURNE STRAIT,0
I,6/2/18,PT EVERGLADES,22,KING OCEAN SERVICES,PAVO J,2.93
I,6/2/18,PT EVERGLADES,89,MAERSK LINE,SEALAND MICHIGAN,6
I,6/2/18,PT EVERGLADES,27,KING OCEAN SERVICES,K BREEZE,16.25
I,6/2/18,PT EVERGLADES,69,KING OCEAN SERVICES,MELBOURNE STRAIT,1
I,6/2/18,PT EVERGLADES,70,CROWLEY LINER SERVICES,TUCANA J,0
I,6/2/18,PT EVERGLADES,19,MAERSK LINE,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,39,CROWLEY LINER SERVICES,TUCANA J,9
I,6/2/18,PT EVERGLADES,52,MAERSK LINE,SEALAND MICHIGAN,0.23
I,6/2/18,PT EVERGLADES,86,CROWLEY LINER SERVICES,PAVO J,0
I,6/2/18,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,EMERALD EXPRESS,0
I,6/2/18,PT EVERGLADES,87,CROWLEY LINER SERVICES,TUCANA J,3.25
I,6/2/18,PT EVERGLADES,28,KING OCEAN SERVICES,K BREEZE,1
I,6/2/18,PT EVERGLADES,42,KING OCEAN SERVICES,K BREEZE,0.1
I,6/2/18,PT EVERGLADES,44,MAERSK LINE,SEALAND MICHIGAN,0.61
I,6/2/18,PT EVERGLADES,63,KING OCEAN SERVICES,PAVO J,1.13
I,6/2/18,PT EVERGLADES,63,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,87,CROWLEY LINER SERVICES,PAVO J,3.67
I,6/2/18,PT EVERGLADES,90,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,0.13
I,6/2/18,PT EVERGLADES,7,KING OCEAN SERVICES,K BREEZE,4.01
I,6/2/18,PT EVERGLADES,8,CROWLEY LINER SERVICES,TUCANA J,15.27
I,6/2/18,PT EVERGLADES,16,CROWLEY LINER SERVICES,PAVO J,0.16
I,6/2/18,PT EVERGLADES,32,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,18.5
I,6/2/18,PT EVERGLADES,38,CROWLEY LINER SERVICES,PAVO J,4.53
I,6/2/18,PT EVERGLADES,48,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,6
I,6/2/18,PT EVERGLADES,49,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,2.03
I,6/2/18,PT EVERGLADES,55,CROWLEY LINER SERVICES,PAVO J,0.28
I,6/2/18,PT EVERGLADES,62,CROWLEY LINER SERVICES,PAVO J,203.96
I,6/2/18,PT EVERGLADES,62,CROWLEY LINER SERVICES,TUCANA J,91.14
I,6/2/18,PT EVERGLADES,85,KING OCEAN SERVICES,PAVO J,2.25
I,6/2/18,PT EVERGLADES,96,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,8,CROWLEY LINER SERVICES,PAVO J,60.15
I,6/2/18,PT EVERGLADES,69,MAERSK LINE,SEALAND MICHIGAN,6
I,6/2/18,PT EVERGLADES,82,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,2.58
I,6/2/18,PT EVERGLADES,20,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,49.07
I,6/2/18,PT EVERGLADES,70,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,24.81
I,6/2/18,PT EVERGLADES,76,KING OCEAN SERVICES,MELBOURNE STRAIT,3.81
I,6/2/18,PT EVERGLADES,76,MAERSK LINE,SEALAND MICHIGAN,14
I,6/2/18,PT EVERGLADES,90,CROWLEY LINER SERVICES,TUCANA J,0
I,6/2/18,PT EVERGLADES,94,MAERSK LINE,SEALAND MICHIGAN,11.97
I,6/2/18,PT EVERGLADES,9,KING OCEAN SERVICES,K BREEZE,3
I,6/2/18,PT EVERGLADES,9,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,19,KING OCEAN SERVICES,TUCANA J,2
I,6/2/18,PT EVERGLADES,21,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,8.33
I,6/2/18,PT EVERGLADES,32,CROWLEY LINER SERVICES,TUCANA J,0
I,6/2/18,PT EVERGLADES,73,KING OCEAN SERVICES,MELBOURNE STRAIT,20
I,6/2/18,PT EVERGLADES,76,KING OCEAN SERVICES,K BREEZE,2
I,6/2/18,PT EVERGLADES,95,MAERSK LINE,SEALAND MICHIGAN,5.75
I,6/2/18,PT EVERGLADES,73,KING OCEAN SERVICES,PAVO J,8.26
I,6/2/18,PT EVERGLADES,84,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,28.86
I,6/2/18,PT EVERGLADES,85,CROWLEY LINER SERVICES,TUCANA J,6.75
I,6/2/18,PT EVERGLADES,85,MAERSK LINE,SEALAND MICHIGAN,2.09
I,6/2/18,PT EVERGLADES,87,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,6
I,6/2/18,PT EVERGLADES,20,CROWLEY LINER SERVICES,TUCANA J,0.68
I,6/2/18,PT EVERGLADES,25,KING OCEAN SERVICES,K BREEZE,2
I,6/2/18,PT EVERGLADES,27,KING OCEAN SERVICES,TUCANA J,15.5
I,6/2/18,PT EVERGLADES,60,CROWLEY LINER SERVICES,TUCANA J,0.54
I,6/2/18,PT EVERGLADES,60,CROWLEY LINER SERVICES,PAVO J,1.26
I,6/2/18,PT EVERGLADES,18,KING OCEAN SERVICES,PAVO J,1.68
I,6/2/18,PT EVERGLADES,21,CROWLEY LINER SERVICES,TUCANA J,0.46
I,6/2/18,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,FLORIDA EXPRESS,0
I,6/2/18,PT EVERGLADES,,MAERSK LINE,SEALAND MICHIGAN,7.23
I,6/2/18,PT EVERGLADES,73,MAERSK LINE,SEALAND MICHIGAN,0.52
I,6/2/18,PT EVERGLADES,95,KING OCEAN SERVICES,TUCANA J,2.25
I,6/2/18,PT EVERGLADES,19,KING OCEAN SERVICES,K BREEZE,27
I,6/2/18,PT EVERGLADES,31,MAERSK LINE,SEALAND MICHIGAN,25
I,6/2/18,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,16.45
I,6/2/18,PT EVERGLADES,72,MAERSK LINE,SEALAND MICHIGAN,34
I,6/2/18,PT EVERGLADES,84,CROWLEY LINER SERVICES,PAVO J,0.28
I,6/2/18,PT EVERGLADES,85,KING OCEAN SERVICES,TUCANA J,1
I,6/2/18,PT EVERGLADES,90,KING OCEAN SERVICES,K BREEZE,2
I,6/2/18,PT EVERGLADES,48,KING OCEAN SERVICES,K BREEZE,2
I,6/2/18,PT EVERGLADES,24,MAERSK LINE,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,27,CROWLEY LINER SERVICES,PAVO J,0.08
I,6/2/18,PT EVERGLADES,33,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,7.1
I,6/2/18,PT EVERGLADES,65,CROWLEY LINER SERVICES,PAVO J,0
I,6/2/18,PT EVERGLADES,68,MAERSK LINE,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,24,KING OCEAN SERVICES,K BREEZE,1
I,6/2/18,PT EVERGLADES,42,CROWLEY LINER SERVICES,PAVO J,0.28
I,6/2/18,PT EVERGLADES,52,CROWLEY LINER SERVICES,PAVO J,2.86
I,6/2/18,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,CARIBBEAN EXPRESS I,0
I,6/2/18,PT EVERGLADES,94,KING OCEAN SERVICES,PAVO J,2
I,6/2/18,PT EVERGLADES,94,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,55.8
I,6/2/18,PT EVERGLADES,,KING OCEAN SERVICES,TUCANA J,2.25
I,6/2/18,PT EVERGLADES,7,CROWLEY LINER SERVICES,TUCANA J,51.17
I,6/2/18,PT EVERGLADES,10,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,9
I,6/2/18,PT EVERGLADES,40,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,2
I,6/2/18,PT EVERGLADES,76,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,10.06
I,6/2/18,PT EVERGLADES,86,KING OCEAN SERVICES,MELBOURNE STRAIT,0
I,6/2/18,PT EVERGLADES,86,KING OCEAN SERVICES,PAVO J,0
I,6/2/18,PT EVERGLADES,87,KING OCEAN SERVICES,MELBOURNE STRAIT,4
I,6/2/18,PT EVERGLADES,94,HAMBURG SUD,MELBOURNE STRAIT,2
I,6/2/18,PT EVERGLADES,,KING OCEAN SERVICES,PAVO J,2
I,6/2/18,PT EVERGLADES,7,CROWLEY LINER SERVICES,PAVO J,36.36
I,6/2/18,PT EVERGLADES,22,CROWLEY LINER SERVICES,TUCANA J,7.68
I,6/2/18,PT EVERGLADES,49,CROWLEY LINER SERVICES,PAVO J,0.28
I,6/2/18,PT EVERGLADES,64,CROWLEY LINER SERVICES,PAVO J,0.46
I,6/2/18,PT EVERGLADES,76,HAMBURG SUD,MELBOURNE STRAIT,20
I,6/2/18,PT EVERGLADES,85,CROWLEY LINER SERVICES,PAVO J,6.75
I,6/2/18,PT EVERGLADES,8,DOLE OCEAN CARGO EXPRESS,PAVO J,6
I,6/2/18,PT EVERGLADES,8,KING OCEAN SERVICES,PAVO J,2
I,6/2/18,PT EVERGLADES,38,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,3.1
I,6/2/18,PT EVERGLADES,94,CROWLEY LINER SERVICES,TUCANA J,1.96
I,6/2/18,PT EVERGLADES,70,MAERSK LINE,SEALAND MICHIGAN,6.23
I,6/2/18,PT EVERGLADES,76,CROWLEY LINER SERVICES,TUCANA J,2
I,6/2/18,PT EVERGLADES,94,CROWLEY LINER SERVICES,PAVO J,10.17
I,6/2/18,PT EVERGLADES,35,CROWLEY LINER SERVICES,PAVO J,1
I,6/2/18,PT EVERGLADES,39,KING OCEAN SERVICES,MELBOURNE STRAIT,3.19
I,6/2/18,PT EVERGLADES,39,MAERSK LINE,SEALAND MICHIGAN,1.95
I,6/2/18,PT EVERGLADES,48,KING OCEAN SERVICES,TUCANA J,2
I,6/2/18,PT EVERGLADES,52,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,2.14
I,6/2/18,PT EVERGLADES,61,KING OCEAN SERVICES,K BREEZE,2.3
I,6/2/18,PT EVERGLADES,76,CROWLEY LINER SERVICES,PAVO J,1
I,6/2/18,PT EVERGLADES,19,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,21.25
I,6/2/18,PT EVERGLADES,25,MAERSK LINE,SEALAND MICHIGAN,10.11
I,6/2/18,PT EVERGLADES,39,KING OCEAN SERVICES,K BREEZE,16.5
I,6/2/18,PT EVERGLADES,90,KING OCEAN SERVICES,PAVO J,2
I,6/2/18,PT EVERGLADES,7,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,9.93
I,6/2/18,PT EVERGLADES,22,KING OCEAN SERVICES,MELBOURNE STRAIT,4
I,6/2/18,PT EVERGLADES,24,KING OCEAN SERVICES,TUCANA J,1
I,6/2/18,PT EVERGLADES,44,KING OCEAN SERVICES,K BREEZE,2
I,6/2/18,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,8.97
I,6/2/18,PT EVERGLADES,72,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,0
I,6/2/18,PT EVERGLADES,96,KING OCEAN SERVICES,K BREEZE,1
I,6/2/18,PT EVERGLADES,3,KING OCEAN SERVICES,PAVO J,2
I,6/2/18,PT EVERGLADES,21,KING OCEAN SERVICES,TUCANA J,2.25
I,6/2/18,PT EVERGLADES,22,KING OCEAN SERVICES,K BREEZE,4.25
I,6/2/18,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,83.56
I,6/2/18,PT EVERGLADES,68,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,14.26
I,6/2/18,PT EVERGLADES,,CROWLEY LINER SERVICES,TUCANA J,11.75
I,6/2/18,PT EVERGLADES,15,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,6
I,6/2/18,PT EVERGLADES,20,KING OCEAN SERVICES,K BREEZE,24
I,6/2/18,PT EVERGLADES,21,KING OCEAN SERVICES,PAVO J,0.03
I,6/2/18,PT EVERGLADES,69,MEDITERRANEAN SHIPPING COMPANY,SEALAND MICHIGAN,139.22
I,6/2/18,PT EVERGLADES,86,CROWLEY LINER SERVICES,MELBOURNE STRAIT,0
I,6/2/18,PT EVERGLADES,86,KING OCEAN SERVICES,TUCANA J,0
I,6/3/18,PT EVERGLADES,18,MAERSK LINE,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,27,MAERSK LINE,MAERSK IOWA,5
I,6/3/18,PT EVERGLADES,48,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,0.11
I,6/3/18,PT EVERGLADES,86,KING OCEAN SERVICES,DELPHINUS,0
I,6/3/18,PT EVERGLADES,20,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,94,MAERSK LINE,MAERSK IOWA,3
I,6/3/18,PT EVERGLADES,9,MAERSK LINE,MAERSK IOWA,20
I,6/3/18,PT EVERGLADES,61,CROWLEY LINER SERVICES,K STORM,18
I,6/3/18,PT EVERGLADES,76,MAERSK LINE,MAERSK IOWA,40
I,6/3/18,PT EVERGLADES,38,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,3.2
I,6/3/18,PT EVERGLADES,84,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,6.44
I,6/3/18,PT EVERGLADES,90,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,0.22
I,6/3/18,PT EVERGLADES,2,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,14
I,6/3/18,PT EVERGLADES,33,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,4.11
I,6/3/18,PT EVERGLADES,85,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,0.22
I,6/3/18,PT EVERGLADES,21,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,27,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,34,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,0
I,6/3/18,PT EVERGLADES,39,MAERSK LINE,MAERSK IOWA,6
I,6/3/18,PT EVERGLADES,,MAERSK LINE,MAERSK IOWA,2.26
I,6/3/18,PT EVERGLADES,28,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,0.01
I,6/3/18,PT EVERGLADES,69,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,7.11
I,6/3/18,PT EVERGLADES,48,MAERSK LINE,MAERSK IOWA,6
I,6/3/18,PT EVERGLADES,94,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,1.11
I,6/3/18,PT EVERGLADES,40,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,95,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,27.07
I,6/3/18,PT EVERGLADES,84,MAERSK LINE,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,0.11
I,6/3/18,PT EVERGLADES,24,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,4
I,6/3/18,PT EVERGLADES,97,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,0.11
I,6/3/18,PT EVERGLADES,2,MAERSK LINE,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,9,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,16
I,6/3/18,PT EVERGLADES,22,MAERSK LINE,MAERSK IOWA,25
I,6/3/18,PT EVERGLADES,29,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,2
I,6/3/18,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,MAERSK IOWA,1.11
I,6/4/18,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,AS CLEOPATRA,1.06
I,6/4/18,PT EVERGLADES,47,HAMBURG SUD,DUBLIN EXPRESS,26
I,6/4/18,PT EVERGLADES,59,HAPAG LLOYD,PHILADELPHIA EXPRESS,0.25
I,6/4/18,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,AS CLEOPATRA,5.5
I,6/4/18,PT EVERGLADES,82,HAMBURG SUD,DUBLIN EXPRESS,0.5
I,6/4/18,PT EVERGLADES,84,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,5.75
I,6/4/18,PT EVERGLADES,86,CROWLEY LINER SERVICES,PARADERO,0
I,6/4/18,PT EVERGLADES,87,CROWLEY LINER SERVICES,PARADERO,2
I,6/4/18,PT EVERGLADES,7,CMA-CGM,DUBLIN EXPRESS,10
I,6/4/18,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,AS CLEOPATRA,152
I,6/4/18,PT EVERGLADES,69,HAMBURG SUD,DUBLIN EXPRESS,3.99
I,6/4/18,PT EVERGLADES,74,HAPAG LLOYD,DUBLIN EXPRESS,1.14
I,6/4/18,PT EVERGLADES,86,HYBUR SHIPPING,VANTAGE,0
I,6/4/18,PT EVERGLADES,2,HAPAG LLOYD,DUBLIN EXPRESS,2
I,6/4/18,PT EVERGLADES,8,CROWLEY LINER SERVICES,PARADERO,51.08
I,6/4/18,PT EVERGLADES,22,CMA-CGM,DUBLIN EXPRESS,52
I,6/4/18,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,AS CLEOPATRA,19
I,6/4/18,PT EVERGLADES,29,HAPAG LLOYD,PHILADELPHIA EXPRESS,0.1
I,6/4/18,PT EVERGLADES,49,HAPAG LLOYD,PHILADELPHIA EXPRESS,2.29
