Direction,Date,US Port,HS Code 2 Digit,Ship Line Name,Vessel Name,TEUS
I,4/1/18,PT EVERGLADES,73,NYK LINE,ST. LOUIS EXPRESS,3.08
I,4/1/18,PT EVERGLADES,95,HAPAG LLOYD,ST. LOUIS EXPRESS,2.08
I,4/1/18,PT EVERGLADES,85,HAPAG LLOYD,ST. LOUIS EXPRESS,3.25
I,4/1/18,PT EVERGLADES,86,KING OCEAN SERVICES,GREEN FAST,1
I,4/1/18,PT EVERGLADES,27,YANG MING LINE,ST. LOUIS EXPRESS,2
I,4/1/18,PT EVERGLADES,33,HAPAG LLOYD,ST. LOUIS EXPRESS,5.13
I,4/1/18,PT EVERGLADES,39,HAPAG LLOYD,PHILADELPHIA EXPRESS,2
I,4/1/18,PT EVERGLADES,57,HAPAG LLOYD,ST. LOUIS EXPRESS,2.39
I,4/1/18,PT EVERGLADES,94,HAPAG LLOYD,ST. LOUIS EXPRESS,6.22
I,4/1/18,PT EVERGLADES,8,KING OCEAN SERVICES,GREEN FAST,24.01
I,4/1/18,PT EVERGLADES,40,HAPAG LLOYD,ST. LOUIS EXPRESS,32.95
I,4/1/18,PT EVERGLADES,41,KING OCEAN SERVICES,GREEN FAST,0.35
I,4/1/18,PT EVERGLADES,63,NYK LINE,ST. LOUIS EXPRESS,0.08
I,4/1/18,PT EVERGLADES,76,HAPAG LLOYD,ST. LOUIS EXPRESS,1
I,4/1/18,PT EVERGLADES,81,HAPAG LLOYD,ST. LOUIS EXPRESS,0.2
I,4/1/18,PT EVERGLADES,,HAPAG LLOYD,ST. LOUIS EXPRESS,11.35
I,4/1/18,PT EVERGLADES,49,YANG MING LINE,ST. LOUIS EXPRESS,0.12
I,4/1/18,PT EVERGLADES,75,NYK LINE,ST. LOUIS EXPRESS,0.08
I,4/1/18,PT EVERGLADES,25,HAPAG LLOYD,ST. LOUIS EXPRESS,2.2
I,4/1/18,PT EVERGLADES,44,KING OCEAN SERVICES,GREEN FAST,32.05
I,4/1/18,PT EVERGLADES,22,KING OCEAN SERVICES,GREEN FAST,0.5
I,4/1/18,PT EVERGLADES,59,HAPAG LLOYD,ST. LOUIS EXPRESS,0.31
I,4/1/18,PT EVERGLADES,20,KING OCEAN SERVICES,GREEN FAST,9.76
I,4/1/18,PT EVERGLADES,28,HAPAG LLOYD,ST. LOUIS EXPRESS,18
I,4/1/18,PT EVERGLADES,35,KING OCEAN SERVICES,GREEN FAST,1.46
I,4/1/18,PT EVERGLADES,87,NYK LINE,ST. LOUIS EXPRESS,0.08
I,4/1/18,PT EVERGLADES,38,NYK LINE,ST. LOUIS EXPRESS,0.08
I,4/1/18,PT EVERGLADES,72,NYK LINE,ST. LOUIS EXPRESS,0.08
I,4/1/18,PT EVERGLADES,4,KING OCEAN SERVICES,GREEN FAST,5
I,4/1/18,PT EVERGLADES,82,HAPAG LLOYD,ST. LOUIS EXPRESS,0.26
I,4/1/18,PT EVERGLADES,84,KING OCEAN SERVICES,GREEN FAST,1.2
I,4/2/18,PT EVERGLADES,10,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,4
I,4/2/18,PT EVERGLADES,87,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,1
I,4/2/18,PT EVERGLADES,,CMA-CGM,SPIRIT OF LISBON,6.3
I,4/2/18,PT EVERGLADES,85,HYBUR SHIPPING,VANQUISH,2
I,4/2/18,PT EVERGLADES,25,CMA-CGM,SPIRIT OF LISBON,8.67
I,4/2/18,PT EVERGLADES,33,HYBUR SHIPPING,VANQUISH,2
I,4/2/18,PT EVERGLADES,42,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,26
I,4/2/18,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,259.37
I,4/2/18,PT EVERGLADES,8,AGRIEX SHIPPING LIMITED,WARNOW WHALE,672.63
I,4/2/18,PT EVERGLADES,42,CMA-CGM,SPIRIT OF LISBON,4
I,4/2/18,PT EVERGLADES,95,CMA-CGM,SPIRIT OF LISBON,0
I,4/2/18,PT EVERGLADES,20,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,45.74
I,4/2/18,PT EVERGLADES,34,CROWLEY LINER SERVICES,DENEB J,26
I,4/2/18,PT EVERGLADES,8,CMA-CGM,SPIRIT OF LISBON,2
I,4/2/18,PT EVERGLADES,23,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,0.02
I,4/2/18,PT EVERGLADES,69,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,6.8
I,4/2/18,PT EVERGLADES,94,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,8
I,4/2/18,PT EVERGLADES,11,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,3.17
I,4/2/18,PT EVERGLADES,68,CMA-CGM,SPIRIT OF LISBON,11.14
I,4/2/18,PT EVERGLADES,84,CMA-CGM,SPIRIT OF LISBON,2.32
I,4/2/18,PT EVERGLADES,48,AGRIEX SHIPPING LIMITED,WARNOW WHALE,1.12
I,4/2/18,PT EVERGLADES,24,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,0.43
I,4/2/18,PT EVERGLADES,86,HYBUR SHIPPING,VANQUISH,0
I,4/2/18,PT EVERGLADES,3,CMA-CGM,SPIRIT OF LISBON,2
I,4/2/18,PT EVERGLADES,39,HYBUR SHIPPING,SOMERS ISLES,1.75
I,4/2/18,PT EVERGLADES,,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,10.7
I,4/2/18,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,2.94
I,4/2/18,PT EVERGLADES,44,CMA-CGM,SPIRIT OF LISBON,1.17
I,4/2/18,PT EVERGLADES,72,CMA-CGM,SPIRIT OF LISBON,0.08
I,4/2/18,PT EVERGLADES,22,CMA-CGM,SPIRIT OF LISBON,7
I,4/2/18,PT EVERGLADES,63,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,0.57
I,4/2/18,PT EVERGLADES,69,CMA-CGM,SPIRIT OF LISBON,4.56
I,4/2/18,PT EVERGLADES,33,MEDITERRANEAN SHIPPING COMPANY,MSC CADIZ,1
I,4/3/18,PT EVERGLADES,39,HAMBURG SUD,RIO BARROW,10.58
I,4/3/18,PT EVERGLADES,83,HAMBURG SUD,RIO BARROW,0.29
I,4/3/18,PT EVERGLADES,85,HAPAG LLOYD,RIO BARROW,10
I,4/3/18,PT EVERGLADES,5,AMERICAN PRESIDENT LINES,TIGER,2
I,4/3/18,PT EVERGLADES,,HAPAG LLOYD,RIO BARROW,8
I,4/3/18,PT EVERGLADES,59,HAMBURG SUD,RIO BARROW,1
I,4/3/18,PT EVERGLADES,73,HAPAG LLOYD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,48,HAMBURG SUD,RIO BARROW,186
I,4/3/18,PT EVERGLADES,63,HAMBURG SUD,RIO BARROW,4
I,4/3/18,PT EVERGLADES,3,HAMBURG SUD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,64,HAMBURG SUD,RIO BARROW,10
I,4/3/18,PT EVERGLADES,20,HAMBURG SUD,RIO BARROW,8
I,4/3/18,PT EVERGLADES,10,HAMBURG SUD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,22,AMERICAN PRESIDENT LINES,TIGER,2
I,4/3/18,PT EVERGLADES,87,HAMBURG SUD,RIO BARROW,2.75
I,4/3/18,PT EVERGLADES,88,HAMBURG SUD,RIO BARROW,5
I,4/3/18,PT EVERGLADES,,HYBUR SHIPPING,VANTAGE,1
I,4/3/18,PT EVERGLADES,31,HYBUR SHIPPING,VANTAGE,1.75
I,4/3/18,PT EVERGLADES,84,HAMBURG SUD,RIO BARROW,4.71
I,4/3/18,PT EVERGLADES,16,HAMBURG SUD,RIO BARROW,1
I,4/3/18,PT EVERGLADES,83,MBC LINE (MARINE BULK CARRIERS),FIESTA MAIL,0
I,4/3/18,PT EVERGLADES,94,HAPAG LLOYD,RIO BARROW,1.75
I,4/3/18,PT EVERGLADES,9,SEALAND,MAERSK WEYMOUTH,1.72
I,4/3/18,PT EVERGLADES,74,HAMBURG SUD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,90,HAMBURG SUD,RIO BARROW,0.29
I,4/3/18,PT EVERGLADES,8,SEALAND,MAERSK WEYMOUTH,220
I,4/3/18,PT EVERGLADES,44,HAMBURG SUD,RIO BARROW,138.99
I,4/3/18,PT EVERGLADES,22,HAMBURG SUD,RIO BARROW,16.01
I,4/3/18,PT EVERGLADES,33,HAMBURG SUD,RIO BARROW,4
I,4/3/18,PT EVERGLADES,85,HAMBURG SUD,RIO BARROW,1.58
I,4/3/18,PT EVERGLADES,86,MBC LINE (MARINE BULK CARRIERS),FIESTA MAIL,0
I,4/3/18,PT EVERGLADES,73,SEALAND,MAERSK WEYMOUTH,0
I,4/3/18,PT EVERGLADES,22,SEALAND,RHL CONCORDIA,2
I,4/3/18,PT EVERGLADES,25,HAMBURG SUD,LOG IN PANTANAL,1
I,4/3/18,PT EVERGLADES,35,HAMBURG SUD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,44,SEALAND,MAERSK WEYMOUTH,3
I,4/3/18,PT EVERGLADES,48,HAPAG LLOYD,RIO BARROW,8
I,4/3/18,PT EVERGLADES,94,HAMBURG SUD,RIO BARROW,8.75
I,4/3/18,PT EVERGLADES,30,SEALAND,MAERSK WEYMOUTH,3.5
I,4/3/18,PT EVERGLADES,86,SEABOARD MARINE LTD,VANTAGE,0
I,4/3/18,PT EVERGLADES,3,HAPAG LLOYD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,3,SEALAND,MAERSK WEYMOUTH,6
I,4/3/18,PT EVERGLADES,19,HAMBURG SUD,RIO BARROW,38
I,4/3/18,PT EVERGLADES,38,HAPAG LLOYD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,52,HAMBURG SUD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,68,SEALAND,TIGER,1
I,4/3/18,PT EVERGLADES,10,SEALAND,MAERSK WEYMOUTH,1
I,4/3/18,PT EVERGLADES,82,HAMBURG SUD,RIO BARROW,0.88
I,4/3/18,PT EVERGLADES,69,HAMBURG SUD,RIO BARROW,13.58
I,4/3/18,PT EVERGLADES,33,HAPAG LLOYD,RIO BARROW,1.75
I,4/3/18,PT EVERGLADES,62,SEALAND,MAERSK WEYMOUTH,1
I,4/3/18,PT EVERGLADES,87,HYBUR SHIPPING,VANTAGE,1
I,4/3/18,PT EVERGLADES,2,SEALAND,MAERSK WEYMOUTH,16
I,4/3/18,PT EVERGLADES,8,HYBUR SHIPPING,VANTAGE,4
I,4/3/18,PT EVERGLADES,17,AMERICAN PRESIDENT LINES,TIGER,1
I,4/3/18,PT EVERGLADES,25,HAMBURG SUD,MONTE ROSA,2
I,4/3/18,PT EVERGLADES,,HAMBURG SUD,RIO BARROW,0.58
I,4/3/18,PT EVERGLADES,73,HAMBURG SUD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,85,SEALAND,MAERSK WEYMOUTH,2
I,4/3/18,PT EVERGLADES,86,HYBUR SHIPPING,VANTAGE,120
I,4/3/18,PT EVERGLADES,25,HAMBURG SUD,RIO BARROW,10
I,4/3/18,PT EVERGLADES,,SEALAND,MAERSK WEYMOUTH,1.28
I,4/3/18,PT EVERGLADES,15,HYBUR SHIPPING,VANTAGE,1
I,4/3/18,PT EVERGLADES,39,HAPAG LLOYD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,68,HAMBURG SUD,RIO BARROW,8
I,4/3/18,PT EVERGLADES,20,HYBUR SHIPPING,VANTAGE,6
I,4/3/18,PT EVERGLADES,44,HAPAG LLOYD,RIO BARROW,15.25
I,4/3/18,PT EVERGLADES,69,HAPAG LLOYD,RIO BARROW,1
I,4/3/18,PT EVERGLADES,12,HAPAG LLOYD,RIO BARROW,4
I,4/3/18,PT EVERGLADES,70,HAMBURG SUD,RIO BARROW,2
I,4/3/18,PT EVERGLADES,86,SEALAND,TIGER,122
I,4/3/18,PT EVERGLADES,3,AMERICAN PRESIDENT LINES,TIGER,2
I,4/3/18,PT EVERGLADES,7,SEALAND,MAERSK WEYMOUTH,2
I,4/3/18,PT EVERGLADES,44,SEALAND,TIGER,2
I,4/4/18,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1
I,4/4/18,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,2
I,4/4/18,PT EVERGLADES,48,CROWLEY LINER SERVICES,AS FIORELLA,2
I,4/4/18,PT EVERGLADES,3,CROWLEY LINER SERVICES,AS FIORELLA,6
I,4/4/18,PT EVERGLADES,69,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,2
I,4/4/18,PT EVERGLADES,72,KING OCEAN SERVICES,VEGA LUNA,15
I,4/4/18,PT EVERGLADES,38,KING OCEAN SERVICES,VEGA LUNA,4
I,4/4/18,PT EVERGLADES,76,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,4
I,4/4/18,PT EVERGLADES,63,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1
I,4/4/18,PT EVERGLADES,39,CROWLEY LINER SERVICES,AS FIORELLA,2
I,4/4/18,PT EVERGLADES,84,CROWLEY LINER SERVICES,AS FIORELLA,19
I,4/4/18,PT EVERGLADES,87,CROWLEY LINER SERVICES,AS FIORELLA,11.29
I,4/4/18,PT EVERGLADES,62,CROWLEY LINER SERVICES,AS FIORELLA,2
I,4/4/18,PT EVERGLADES,22,KING OCEAN SERVICES,VEGA LUNA,1
I,4/4/18,PT EVERGLADES,85,KING OCEAN SERVICES,VEGA LUNA,5
I,4/4/18,PT EVERGLADES,72,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,0.79
I,4/4/18,PT EVERGLADES,86,CROWLEY LINER SERVICES,VEGA LUNA,0
I,4/4/18,PT EVERGLADES,90,CROWLEY LINER SERVICES,AS FIORELLA,0.49
I,4/4/18,PT EVERGLADES,68,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,22
I,4/4/18,PT EVERGLADES,85,CROWLEY LINER SERVICES,AS FIORELLA,3.05
I,4/4/18,PT EVERGLADES,33,CROWLEY LINER SERVICES,AS FIORELLA,5.25
I,4/4/18,PT EVERGLADES,21,CROWLEY LINER SERVICES,AS FIORELLA,6
I,4/4/18,PT EVERGLADES,52,CROWLEY LINER SERVICES,PAVO J,13.5
I,4/4/18,PT EVERGLADES,34,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1
I,4/4/18,PT EVERGLADES,38,CROWLEY LINER SERVICES,AS FIORELLA,8
I,4/4/18,PT EVERGLADES,86,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,0
I,4/4/18,PT EVERGLADES,,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,2.69
I,4/4/18,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1.21
I,4/4/18,PT EVERGLADES,44,CROWLEY LINER SERVICES,AS FIORELLA,38
I,4/4/18,PT EVERGLADES,22,CROWLEY LINER SERVICES,AS FIORELLA,2
I,4/4/18,PT EVERGLADES,84,KING OCEAN SERVICES,VEGA LUNA,1
I,4/4/18,PT EVERGLADES,94,CROWLEY LINER SERVICES,AS FIORELLA,0.67
I,4/4/18,PT EVERGLADES,40,CROWLEY LINER SERVICES,AS FIORELLA,2.26
I,4/4/18,PT EVERGLADES,95,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,2
I,4/4/18,PT EVERGLADES,,KING OCEAN SERVICES,VEGA LUNA,2
I,4/4/18,PT EVERGLADES,70,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,12
I,4/4/18,PT EVERGLADES,,CROWLEY LINER SERVICES,AS FIORELLA,18
I,4/4/18,PT EVERGLADES,25,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1
I,4/4/18,PT EVERGLADES,73,CROWLEY LINER SERVICES,AS FIORELLA,3
I,4/4/18,PT EVERGLADES,86,KING OCEAN SERVICES,AS FIORELLA,0
I,4/4/18,PT EVERGLADES,72,CROWLEY LINER SERVICES,AS FIORELLA,18
I,4/4/18,PT EVERGLADES,3,KING OCEAN SERVICES,VEGA LUNA,1
I,4/4/18,PT EVERGLADES,48,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,13.31
I,4/4/18,PT EVERGLADES,33,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1
I,4/4/18,PT EVERGLADES,56,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,2
I,4/4/18,PT EVERGLADES,86,KING OCEAN SERVICES,VEGA LUNA,0.5
I,4/4/18,PT EVERGLADES,44,KING OCEAN SERVICES,VEGA LUNA,4
I,4/4/18,PT EVERGLADES,92,KING OCEAN SERVICES,VEGA LUNA,0.5
I,4/4/18,PT EVERGLADES,86,CROWLEY LINER SERVICES,AS FIORELLA,0.51
I,4/4/18,PT EVERGLADES,30,CROWLEY LINER SERVICES,AS FIORELLA,1
I,4/5/18,PT EVERGLADES,52,KING OCEAN SERVICES,CHARLOTTE,5.29
I,4/5/18,PT EVERGLADES,61,KING OCEAN SERVICES,CHARLOTTE,0.66
I,4/5/18,PT EVERGLADES,7,KING OCEAN SERVICES,CHARLOTTE,6
I,4/5/18,PT EVERGLADES,22,KING OCEAN SERVICES,CHARLOTTE,4
I,4/5/18,PT EVERGLADES,72,KING OCEAN SERVICES,CHARLOTTE,2
I,4/5/18,PT EVERGLADES,69,KING OCEAN SERVICES,CHARLOTTE,4
I,4/5/18,PT EVERGLADES,42,CROWLEY LINER SERVICES,PAVO J,3
I,4/5/18,PT EVERGLADES,,KING OCEAN SERVICES,CHARLOTTE,8
I,4/5/18,PT EVERGLADES,61,CROWLEY LINER SERVICES,PAVO J,34.75
I,4/5/18,PT EVERGLADES,42,KING OCEAN SERVICES,CHARLOTTE,1.74
I,4/5/18,PT EVERGLADES,86,KING OCEAN SERVICES,CHARLOTTE,0
I,4/5/18,PT EVERGLADES,8,KING OCEAN SERVICES,CHARLOTTE,4
I,4/5/18,PT EVERGLADES,62,KING OCEAN SERVICES,CHARLOTTE,2.33
I,4/5/18,PT EVERGLADES,8,CROWLEY LINER SERVICES,PAVO J,36
I,4/5/18,PT EVERGLADES,64,KING OCEAN SERVICES,CHARLOTTE,2
I,4/5/18,PT EVERGLADES,62,CROWLEY LINER SERVICES,VEGA SACHSEN,12.75
I,4/5/18,PT EVERGLADES,8,CROWLEY LINER SERVICES,PEGASUS J,92
I,4/5/18,PT EVERGLADES,61,CROWLEY LINER SERVICES,PEGASUS J,4.5
I,4/5/18,PT EVERGLADES,62,CROWLEY LINER SERVICES,PAVO J,4.5
I,4/6/18,PT EVERGLADES,22,KING OCEAN SERVICES,HOHEBANK,4
I,4/6/18,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,MAERSK OHIO,55.06
I,4/6/18,PT EVERGLADES,49,KING OCEAN SERVICES,HOHEBANK,0.01
I,4/6/18,PT EVERGLADES,64,KING OCEAN SERVICES,HOHEBANK,1
I,4/6/18,PT EVERGLADES,20,MEDITERRANEAN SHIPPING COMPANY,MAERSK OHIO,2
I,4/6/18,PT EVERGLADES,2,MAERSK LINE,MAERSK OHIO,4
I,4/6/18,PT EVERGLADES,20,KING OCEAN SERVICES,HOHEBANK,4.99
I,4/6/18,PT EVERGLADES,21,KING OCEAN SERVICES,HOHEBANK,2.3
I,4/6/18,PT EVERGLADES,28,MAERSK LINE,MAERSK OHIO,3
I,4/6/18,PT EVERGLADES,63,MEDITERRANEAN SHIPPING COMPANY,MAERSK OHIO,0.45
I,4/6/18,PT EVERGLADES,83,SEABOARD MARINE LTD,CARIBE MARINER,1
I,4/6/18,PT EVERGLADES,84,SEABOARD MARINE LTD,CARIBE MARINER,0
I,4/6/18,PT EVERGLADES,33,KING OCEAN SERVICES,MELBOURNE STRAIT,2
I,4/6/18,PT EVERGLADES,48,GREAT WHITE FLEET LTD,CHIQUITA EXPRESS,3.5
I,4/6/18,PT EVERGLADES,84,MEDITERRANEAN SHIPPING COMPANY,MAERSK OHIO,5.45
I,4/6/18,PT EVERGLADES,95,SEACOR ISLAND LINES LLC,BAHAMAS EXPRESS,2
I,4/6/18,PT EVERGLADES,8,SEABOARD MARINE LTD,CARIBE MARINER,7
I,4/6/18,PT EVERGLADES,26,MAERSK LINE,MAERSK OHIO,6
I,4/6/18,PT EVERGLADES,84,KING OCEAN SERVICES,HOHEBANK,2.97
I,4/6/18,PT EVERGLADES,94,MAERSK LINE,MAERSK OHIO,2
I,4/6/18,PT EVERGLADES,18,KING OCEAN SERVICES,HOHEBANK,0.68
I,4/6/18,PT EVERGLADES,21,KING OCEAN SERVICES,ROTHORN,2.67
I,4/6/18,PT EVERGLADES,27,KING OCEAN SERVICES,HOHEBANK,2
I,4/6/18,PT EVERGLADES,39,CROWLEY LINER SERVICES,ROTHORN,6
I,4/6/18,PT EVERGLADES,74,CROWLEY LINER SERVICES,ROTHORN,0.89
I,4/6/18,PT EVERGLADES,,CROWLEY LINER SERVICES,ROTHORN,0.19
I,4/6/18,PT EVERGLADES,25,MAERSK LINE,MAERSK OHIO,0.68
I,4/6/18,PT EVERGLADES,44,CROWLEY LINER SERVICES,ROTHORN,8
I,4/6/18,PT EVERGLADES,52,KING OCEAN SERVICES,HOHEBANK,10
I,4/6/18,PT EVERGLADES,73,CROWLEY LINER SERVICES,ROTHORN,6.66
I,4/6/18,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,BAHAMAS EXPRESS,0
I,4/6/18,PT EVERGLADES,3,SEABOARD MARINE LTD,CARIBE MARINER,3.5
I,4/6/18,PT EVERGLADES,7,KING OCEAN SERVICES,HOHEBANK,2.82
I,4/6/18,PT EVERGLADES,16,MEDITERRANEAN SHIPPING COMPANY,MAERSK OHIO,0.01
