Visit #,Start Time,End Time,Ship,Length Of Stay,Ship Type,Cargo Type Name,Visit Shipping Line Name,Stevedore,GT,LOA,Arrival Berth Name,Arrival Berth Code,Departure Berth Name,Departure Berth Code
PEV-18-002581,8/12/18 7:50,8/13/18 2:20,MSC ORIANE,19h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",66399,909.8213,32,32,32,32
PEV-18-002644,8/12/18 10:10,8/12/18 17:00,CAP ROBERTA,7h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",32901,736.5845,30,30,30,30
PEV-18-002639,8/12/18 11:00,8/13/18 9:00,AMERICAN PRIDE,22h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29801,601.4401,9,9,9,9
PEV-18-002656,8/12/18 18:45,8/13/18 15:20,VANQUISH,21h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002641,8/12/18 20:40,8/13/18 22:20,TUG LEIGH ANN MORAN,1d2h,TUG,GASOLINE,Chevron USA,Chevron USA,708,121.0033,13,13,13,13
PEV-18-002640,8/12/18 20:40,8/13/18 22:20,BARGE MISSISSIPPI,1d2h,BARGE CARRIER,GASOLINE,Chevron USA,Chevron USA,11507,494.7,13,13,13,13
PEV-18-002485,8/12/18 22:30,8/13/18 8:00,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002646,8/12/18 23:45,8/13/18 11:30,PARADERO,12h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,31,31,31,31
PEV-18-002647,8/13/18 2:05,8/13/18 22:45,PAVO J,21h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-002651,8/13/18 7:25,8/13/18 20:00,ELISABETH-S.,13h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",40541,856.6691,30,30,30,30
PEV-18-002636,8/13/18 11:00,8/14/18 15:05,TEXAS VOYAGER,1d4h,TANKER,GASOLINE,Chevron USA,Chevron USA,29923,610.266,9,9,9,9
PEV-18-002607,8/13/18 11:45,8/13/18 17:45,ALLEGRO,6h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-002642,8/13/18 17:20,8/14/18 9:10,MSC MONICA,16h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",37398,798.2673,31,31,31,31
PEV-18-002676,8/13/18 17:30,8/14/18 12:30,TUG DADE,19h,TUG,PETROLEUM,"Kirby Inland Marine, LP","TransMontaigne Product Services, Inc.",278,99.9721,2,2,2,2
PEV-18-002677,8/13/18 17:30,8/14/18 12:30,BARGE #403,19h,BARGE CARRIER,PETROLEUM,"Kirby Inland Marine, LP","TransMontaigne Product Services, Inc.",1741,263.2001,2,2,2,2
PEV-18-002627,8/13/18 17:35,8/15/18 15:50,SEABULK ARCTIC,1d22h,TANKER,PETROLEUM,Seabulk Tanker Co.,Citgo Petroleum Corporation,30415,600.423,7,7,7,7
PEV-18-002486,8/13/18 21:55,8/14/18 7:55,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002682,8/13/18 22:05,8/14/18 8:30,CHARLOTTE,10h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2035,297.2586,30,30,30,30
PEV-18-002657,8/14/18 6:40,8/14/18 20:00,VANTAGE,13h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,17,17,17,17
PEV-18-002566,8/14/18 7:20,8/17/18 19:15,SIDER TAYRONA,3d12h,GENERAL CARGO,CEMENT,Cemex Construction Materials Florida LLC,Cemex Construction Materials Florida LLC,9989,455.7309,15,15,15,15
PEV-18-002658,8/14/18 12:30,8/16/18 14:30,CARIBE NAVIGATOR,2d2h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2996,327.9359,16,16,16,16
PEV-18-002665,8/14/18 13:05,8/14/18 17:35,MAERSK WOLFSBURG,5h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-002649,8/14/18 14:25,8/15/18 0:50,WEISSHORN,10h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",12029,515.5435,33A,33A,33A,33A
PEV-18-002660,8/14/18 16:40,8/15/18 22:20,OREGON,1d6h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.",ExxonMobil Oil Corporation,30415,600.423,9,9,9,9
PEV-18-002487,8/14/18 22:10,8/16/18 7:55,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002704,8/15/18 0:30,8/16/18 0:20,DENEB J,24h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,32,32,32,32
PEV-18-002624,8/15/18 7:00,8/18/18 19:45,OVERSEAS TEXAS CITY,3d13h,TANKER,LAY-IN,OSG Ship Management,STEVEDORE NOT REQUIRED,29242,601.0792,21,21,21,21
PEV-18-002703,8/15/18 7:10,8/17/18 0:05,AS FABRIZIA,1d17h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,32,32
PEV-18-002672,8/15/18 7:40,8/15/18 11:30,FLORIDA EXPRESS,4h,SUPPLY SHIP,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,972,220.0239,17,17,17,17
PEV-18-002680,8/15/18 8:00,8/15/18 13:50,FIESTA MAIL,6h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,2485,225.175,18,18,18,18
PEV-18-002684,8/15/18 12:40,8/17/18 21:00,VEGA SAGITTARIUS,2d8h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9750,456.6168,17,17,17,17
PEV-18-002611,8/15/18 12:40,8/15/18 20:15,JSP AMIHAN,8h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",9996,456.6168,30,30,30,30
PEV-18-002683,8/15/18 13:20,8/16/18 19:30,HOHERIFF,1d6h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,31,31,31,31
PEV-18-002679,8/15/18 14:30,8/16/18 23:00,GARDEN STATE,1d9h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29923,610.266,13,13,13,13
PEV-18-002666,8/16/18 0:40,8/16/18 14:15,SPIRIT OF LISBON,14h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",40541,856.4722,30,30,30,30
PEV-18-002702,8/16/18 1:55,8/16/18 16:00,K-STORM,14h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-002458,8/16/18 6:45,8/16/18 16:05,CARNIVAL CONQUEST,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,4,4,4,4
PEV-18-002681,8/16/18 11:15,8/16/18 19:10,CAPE MAIL,8h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,858,218.0224,18,18,18,18
PEV-18-002625,8/16/18 13:50,8/17/18 20:20,BARGE 750-1,1d6h,BARGE CARRIER,GASOLINE,Cop Shipping LLC.,Marathon Petroleum Company LP,25239,600.1835,7,7,7,7
PEV-18-002626,8/16/18 13:50,8/17/18 20:20,TUG LEGACY,1d6h,TUG,GASOLINE,Cop Shipping LLC.,Marathon Petroleum Company LP,2164,148.0059,7,7,7,7
PEV-18-002710,8/16/18 15:30,8/16/18 20:00,VANTAGE,5h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002678,8/16/18 17:55,8/17/18 14:30,OVERSEAS NEW YORK,21h,TANKER,PETROLEUM,"Seariver Maritime, Inc.",ExxonMobil Oil Corporation,29242,601.0792,9,9,9,9
PEV-18-002667,8/16/18 19:05,8/17/18 12:05,CAP ANDREAS,17h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",69809,888.8229,30,30,30,30
PEV-18-002488,8/16/18 22:05,8/17/18 7:55,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002708,8/16/18 22:25,8/17/18 21:05,CARIBE MARINER,23h,CONTAINER SHIP,LAY-IN,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,6,6,6,6
PEV-18-002701,8/17/18 4:55,8/17/18 22:35,REGULA,18h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,33A,33A,33A,33A
PEV-18-002673,8/17/18 10:20,8/17/18 19:35,GRAND EXPRESS,9h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,16,16,16,16
PEV-18-002686,8/17/18 10:55,8/18/18 15:05,FS IPANEMA,1d4h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.5629,31,31,33A,33A
PEV-18-002606,8/17/18 11:10,8/17/18 18:05,ALLEGRO,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-002694,8/17/18 13:50,8/18/18 4:00,CHIQUITA TRADER,14h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-18-002612,8/17/18 17:55,8/18/18 14:05,MSC METHONI,20h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",73819,997.424,32,32,32,32
PEV-18-002714,8/17/18 20:00,8/18/18 0:20,SEA EXPRESS II,4h,LANDING CRAFT,CONTAINER,G & G Shipping,H. T. Shipping Inc and Hybur Ltd.,487,196.0069,16,16,16,16
PEV-18-002489,8/17/18 22:15,8/18/18 8:10,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002692,8/18/18 2:00,8/28/18 14:50,CORONA,10d13h,BULK CARRIER,STEEL,Martrade Shipping,Portus-PEV LLC,26862,614.5313,29,29,29,29
PEV-18-002468,8/18/18 6:05,8/18/18 16:35,HARMONY OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,226963,1188.1157,18,18,18,18
PEV-18-002464,8/18/18 6:45,8/18/18 16:05,CARIBBEAN PRINCESS,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",112894,950.0464,2,2,2,2
PEV-18-002670,8/18/18 7:50,8/18/18 17:25,ST LOUIS EXPRESS,10h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",40146,798.4313,30,30,30,30
PEV-18-002719,8/18/18 8:00,8/18/18 20:45,TUCANA J,13h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,32,32,32,32
PEV-18-002700,8/18/18 9:35,8/19/18 15:15,ORIENT CHALLENGE,1d6h,TANKER,JET FUEL,Hafnia Tankers Shipholding Malta LTD,Valero Marketing & Supply Co.,29766,600.6527,13,13,13,13
PEV-18-002690,8/18/18 11:30,8/20/18 7:15,TUG BERT REINAUER,1d20h,TUG,PETROLEUM,Reinauer Transportation,"Motiva Enterprises, LLC",877,124.2219,9,9,7,7
PEV-18-002689,8/18/18 11:30,8/20/18 7:15,BARGE RTC 165,1d20h,TANK BARGE,PETROLEUM,Reinauer Transportation,"Motiva Enterprises, LLC",8950,520.5,9,9,7,7
PEV-18-002614,8/18/18 18:55,8/19/18 6:40,JPO AQUARIUS,12h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",25361,680.4794,31,31,31,31
PEV-18-002664,8/18/18 19:00,8/19/18 0:20,DOLE ECUADOR,5h,CONTAINER SHIP,CONTAINER,Dole Fresh Fruit International LTD.,"Sun Terminals, Inc.",16488,586.8069,30,30,30,30
PEV-18-002685,8/18/18 19:10,8/19/18 2:30,DELPHINUS,7h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5730,400.0523,33A,33A,33A,33A
PEV-18-002490,8/18/18 22:15,8/19/18 8:45,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002697,8/19/18 0:20,8/19/18 21:15,BARGE 650-8,21h,TANK BARGE,PETROLEUM,Nordsud Shipping,"Marathon Petroleum Company, LLC",13462,587.1678,7,7,7,7
PEV-18-002698,8/19/18 0:20,8/19/18 21:15,TUG ACHIEVEMENT,21h,TUG,PETROLEUM,Nordsud Shipping,"Marathon Petroleum Company, LLC",1052,135.0131,7,7,7,7
PEV-18-002472,8/19/18 6:35,8/19/18 16:30,ALLURE OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,225282,1181.16,18,18,18,18
PEV-18-002720,8/19/18 6:55,8/19/18 12:50,PARADERO,6h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-002610,8/19/18 9:40,8/19/18 19:30,MAERSK IDAHO,10h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50698,958.2817,32,32,32,32
PEV-18-002721,8/19/18 14:30,8/20/18 1:05,LENA,11h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",9981,456.3871,33A,33A,33A,33A
PEV-18-002709,8/19/18 19:15,8/20/18 16:25,CARIBE MARINER,21h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,16,16,16,16
PEV-18-002687,8/19/18 21:00,8/20/18 4:35,GREEN FAST,8h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5522,386.8627,32,32,32,32
PEV-18-002738,8/19/18 21:40,8/20/18 15:20,AS FIORELLA,18h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,32,32,33A,33A
PEV-18-002491,8/19/18 22:25,8/21/18 8:00,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002668,8/19/18 22:40,8/20/18 9:05,WINNER,10h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",22914,611.4144,30,30,30,30
PEV-18-002615,8/20/18 4:25,8/20/18 19:15,MSC MARGARITA,15h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",66500,909.6244,31,31,31,31
PEV-18-002705,8/20/18 5:35,8/21/18 15:40,TEXAS VOYAGER,1d10h,TANKER,GASOLINE,Chevron USA,Chevron USA,29923,610.266,9,9,9,9
PEV-18-002459,8/20/18 6:25,8/20/18 16:00,CARNIVAL CONQUEST,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,4,4,4,4
PEV-18-002648,8/20/18 7:20,8/22/18 5:55,MINERVA JULIE,1d23h,TANKER,JET FUEL,TRAFIGURA MARITIME VENTURES LIMITED,Valero Marketing & Supply Co.,28960,600.423,13,13,13,13
PEV-18-002742,8/20/18 8:20,8/21/18 4:10,JAN CARIBE,20h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2770,310.0545,17,17,32,32
PEV-18-002743,8/20/18 8:45,8/21/18 18:40,BARGE BOUCHARD 205,1d10h,TANK BARGE,ASPHALT,"Bouchard Transportation Co., Inc.",South Florida Materials Corp.,8721,430,8,8,8,8
PEV-18-002744,8/20/18 8:45,8/21/18 18:40,TUG LINDA LEE BOUCHARD,1d10h,TUG,ASPHALT,"Bouchard Transportation Co., Inc.",South Florida Materials Corp.,687,129.9932,8,8,8,8
PEV-18-002724,8/20/18 11:10,8/20/18 17:45,ALLEGRO,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-002669,8/20/18 11:20,8/20/18 23:15,LIMARI,12h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",42382,878.3237,30,30,30,30
PEV-18-002737,8/20/18 11:30,8/21/18 6:45,PAVO J,19h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33C,33C,33A,33A
PEV-18-002671,8/20/18 21:15,8/21/18 6:05,CAP ROCA,9h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",32984,738.5203,31,31,31,31
PEV-18-002695,8/21/18 0:20,9/7/18 18:15,TRAMONTANA,17d18h,BULK CARRIER,CEMENT,Western Bulk Carriers,LEHIGH CEMENT,17025,555.703,14,14,14,14
PEV-18-002662,8/21/18 5:05,8/22/18 2:05,SUZUKA EXPRESS,21h,VEHICLES CARRIER,AUTOMOBILES,Hoegh Autoliners,Logistec Stevedoring Inc.,43810,590.58,19,19,19,19
PEV-18-002731,8/21/18 7:30,8/22/18 9:45,OSLO BULK 3,1d2h,GENERAL CARGO,BAUXITE,BELBULK SHIPPING,"Host Terminals, LLC",5629,355.1354,6,6,6,6
PEV-18-002736,8/21/18 9:15,8/25/18 3:05,WEISSHORN,3d18h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",12029,515.5435,4,4,32,32
PEV-18-002711,8/21/18 11:10,8/22/18 5:10,VANQUISH,18h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002652,8/21/18 17:20,8/23/18 10:40,INDEPENDENCE,1d17h,TANKER,PETROLEUM,Seabulk Tankers LTD.,"TransMontaigne Product Services, Inc.",29923,610.266,9,9,9,9
PEV-18-002723,8/21/18 18:05,8/21/18 22:40,SAN ANTONIO,5h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",22914,611.3487,30,30,30,30
PEV-18-002688,8/21/18 20:00,8/22/18 13:15,GREEN FAST,17h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5522,386.8627,33A,33A,33A,33A
PEV-18-002492,8/21/18 22:25,8/23/18 8:00,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002735,8/22/18 0:25,8/23/18 0:50,DENEB J,1d,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,31,31,31,31
PEV-18-002663,8/22/18 4:50,8/22/18 12:55,HOEGH BEIJING,8h,VEHICLES CARRIER,AUTOMOBILES,Hoegh Autoliners,Logistec Stevedoring Inc.,47232,599.7668,27,27,27,27
PEV-18-002725,8/22/18 5:50,8/22/18 14:50,MAERSK OHIO,9h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50686,958.3145,32,32,32,32
PEV-18-002796,8/22/18 6:50,8/22/18 17:11,FLORIDA EXPRESS,10h,SUPPLY SHIP,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,972,220.0239,16,16,11,11
PEV-18-002768,8/22/18 7:30,8/23/18 22:20,VEGA LUNA,1d15h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9940,485.1615,17,17,31,31
PEV-18-002730,8/22/18 9:25,8/23/18 16:55,TEXAS,1d8h,TANKER,PETROLEUM,Exxon,ExxonMobil Oil Corporation,29801,601.4401,13,13,13,13
PEV-18-002734,8/22/18 10:10,8/24/18 3:30,WARNOW WHALE,1d17h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33C,33C,33A,33A
PEV-18-002713,8/22/18 12:20,8/23/18 14:35,CARIBE NAVIGATOR,1d2h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2996,327.9359,16,16,16,16
PEV-18-002722,8/22/18 12:25,8/23/18 1:35,ELISABETH-S.,13h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",40541,856.6691,30,30,30,30
PEV-18-002726,8/22/18 16:55,8/23/18 0:10,JSP AMIHAN,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",9996,456.6168,32,32,32,32
PEV-18-002645,8/22/18 20:35,8/26/18 9:55,CMB CHIKAKO,3d13h,BULK CARRIER,SLAG,Ed & F Man Shipping LTD. London,"Host Terminals, LLC",34810,656.1344,15,15,15,15
PEV-18-002802,8/22/18 23:30,8/23/18 13:00,K-STORM,14h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-002727,8/23/18 5:00,8/24/18 12:30,MSC KWANGYANG,1d8h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",74962,997.424,32,32,32,32
PEV-18-002773,8/23/18 6:35,8/24/18 6:40,RIO BARROW,1d,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",65059,901.4876,30,30,30,30
PEV-18-002715,8/23/18 8:05,8/23/18 22:25,VI-NAIS,14h,GENERAL CARGO,GENERAL CARGO,COASTLINE SHIPLINE LIMITED,"Host Terminals, LLC",487,190.0355,21,21,21,21
PEV-18-002772,8/23/18 8:10,8/25/18 9:25,SAN ANDRES,2d1h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",22914,611.3815,5,5,31,31
PEV-18-002767,8/23/18 8:30,8/23/18 16:40,CAPE MAIL,8h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,858,218.0224,18,18,18,18
PEV-18-002769,8/23/18 9:00,8/24/18 22:20,HOHEBANK,1d13h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,17,17,17,17
PEV-18-002766,8/23/18 15:15,8/23/18 21:10,VANTAGE,6h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002693,8/23/18 18:30,8/25/18 12:45,GOLDEN STATE,1d18h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,29527,600.423,13,13,13,13
PEV-18-002493,8/23/18 22:10,8/24/18 8:10,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002771,8/24/18 0:05,8/24/18 12:25,MELBOURNE STRAIT,12h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.4316,31,31,31,31
PEV-18-002718,8/24/18 3:15,8/25/18 9:55,SEABULK ARCTIC,1d7h,TANKER,PETROLEUM,Seabulk Tanker Co.,Citgo Petroleum Corporation,30415,600.423,9,9,9,9
PEV-18-002638,8/24/18 6:00,8/24/18 16:15,ERIDANUS LEADER,10h,VEHICLES CARRIER,AUTOMOBILES,NYK Ship Management,Logistec Stevedoring Inc.,59501,656.1672,19,19,19,19
PEV-18-002798,8/24/18 7:50,8/24/18 17:55,GRAND EXPRESS,10h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,16,16,16,16
PEV-18-002765,8/24/18 9:40,8/25/18 0:20,CHIQUITA EXPRESS,15h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-18-002803,8/24/18 9:45,8/25/18 1:20,REGULA,16h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,33A,33A,33A,33A
PEV-18-002801,8/24/18 10:15,8/24/18 13:30,YACHT STARSHIP,3h,YACHT,FOR BUNKERS ONLY/STORES,Owner (Misc Vessel) Not Listed.,Tropic Oil Company LLC,371,141,3,3,3,3
PEV-18-002728,8/24/18 14:10,8/24/18 18:40,ALLEGRO,5h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-002494,8/24/18 22:00,8/25/18 7:55,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002729,8/25/18 4:45,8/25/18 19:25,AS CLEOPATRA,15h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",28372,727.3649,32,32,32,32
PEV-18-002469,8/25/18 6:05,8/25/18 16:50,HARMONY OF THE SEAS,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,226963,1188.1157,18,18,18,18
PEV-18-002465,8/25/18 6:30,8/25/18 16:35,CARIBBEAN PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",112894,950.0464,2,2,2,2
PEV-18-002460,8/25/18 6:55,8/25/18 16:20,CARNIVAL CONQUEST,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,4,4,4,4
