3.8	10	45	18	2	2	3
1.6	3	47	20	1	2	3
2.1	5	27	17	3	2	4
2.7	7	33	23	3	2	3
7.8	9	36	16	2	2	3
10	4	34	22	1	2	4
6.6	3	50	18	4	2	4
6.1	9	44	23	3	2	3
5.5	6	38	19	3	2	3
7.2	1	30	20	3	2	2
9.4	8	28	19	4	2	2
8.9	6	48	21	2	2	1
8.3	4	42	15	2	2	2
3.3	2	39	22	3	2	2
1	7	41	17	4	2	1
4.4	8	25	21	1	2	1
4.9	2	31	16	2	2	2
