2.6	10	43	18	0	1	2
2.1	3	45	20	0	1	2
2.3	5	13	17	0	1	3
2.4	7	23	23	0	1	3
3.5	9	28	16	0	1	3
4	4	25	22	0	1	3
3.3	3	50	18	0	1	3
3.1	9	40	23	0	1	3
3	6	30	19	0	1	2
3.4	1	18	20	0	1	2
3.9	8	15	19	0	1	2
3.8	6	48	21	0	1	2
3.6	4	38	15	0	1	2
2.5	2	33	22	0	1	2
2	7	35	17	0	1	2
2.8	8	10	21	0	1	2
2.9	2	20	16	0	1	2
