4.4	2	19	18	1	0.5	3
4.9	11	6	18	1	0.5	3
4.8	6	48	17	1	0.5	3
4.3	13	36	19	1	0.5	3
4.8	8	10	15	1	0.5	3
4.1	14	12	19	1	0.5	3
4.5	4	27	15	1	0.5	3
4.6	12	46	18	1	0.5	3
4.4	1	2	22	1	0.5	3
4.9	11	25	21	1	0.5	3
4	1	48	19	1	0.5	3
5	8	35	22	1	0.5	3
4.1	4	17	20	1	0.5	3
4.6	9	22	22	1	0.5	3
4.2	6	39	23	1	0.5	3
4.3	9	28	21	1	0.5	3
