Direction,Date,US Port,HS Code 2 Digit,Ship Line Name,Vessel Name,TEUS
I,10/2/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,TUCANA J,38.89
I,10/2/17,PT EVERGLADES,8,HAMBURG SUD,JPO LIBRA,18
I,10/2/17,PT EVERGLADES,16,HAMBURG SUD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,62,HAMBURG SUD,JPO LIBRA,8.74
I,10/2/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,PAVO J,8.76
I,10/2/17,PT EVERGLADES,17,KING OCEAN SERVICES,PLANET V,2
I,10/2/17,PT EVERGLADES,34,CROWLEY LINER SERVICES,TUCANA J,0.44
I,10/2/17,PT EVERGLADES,76,HAPAG LLOYD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,,HAPAG LLOYD,JPO LIBRA,9.92
I,10/2/17,PT EVERGLADES,8,CMA-CGM,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,TUCANA J,45.56
I,10/2/17,PT EVERGLADES,73,HAPAG LLOYD,JPO LIBRA,0.33
I,10/2/17,PT EVERGLADES,74,CROWLEY LINER SERVICES,TUCANA J,2.28
I,10/2/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,TUCANA J,0
I,10/2/17,PT EVERGLADES,90,HAMBURG SUD,JPO LIBRA,1.15
I,10/2/17,PT EVERGLADES,34,KING OCEAN SERVICES,PLANET V,4
I,10/2/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,PAVO J,6
I,10/2/17,PT EVERGLADES,44,HAMBURG SUD,JPO LIBRA,14.5
I,10/2/17,PT EVERGLADES,52,CROWLEY LINER SERVICES,PAVO J,20.24
I,10/2/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,PAVO J,0.41
I,10/2/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,TUCANA J,3.26
I,10/2/17,PT EVERGLADES,22,HAMBURG SUD,JPO LIBRA,47
I,10/2/17,PT EVERGLADES,32,HAMBURG SUD,JPO LIBRA,1
I,10/2/17,PT EVERGLADES,61,KING OCEAN SERVICES,PLANET V,4.33
I,10/2/17,PT EVERGLADES,64,HAMBURG SUD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,73,CROWLEY LINER SERVICES,PAVO J,1
I,10/2/17,PT EVERGLADES,86,KING OCEAN SERVICES,PLANET V,0
I,10/2/17,PT EVERGLADES,96,CROWLEY LINER SERVICES,PAVO J,6.75
I,10/2/17,PT EVERGLADES,3,HAMBURG SUD,JPO LIBRA,10
I,10/2/17,PT EVERGLADES,56,HAMBURG SUD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,DENEB J,15.75
I,10/2/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,SEA EXPRESS II,0
I,10/2/17,PT EVERGLADES,20,CROWLEY LINER SERVICES,TUCANA J,2.77
I,10/2/17,PT EVERGLADES,20,HAMBURG SUD,JPO LIBRA,12.88
I,10/2/17,PT EVERGLADES,21,HAMBURG SUD,JPO LIBRA,0.88
I,10/2/17,PT EVERGLADES,25,KING OCEAN SERVICES,PLANET V,17
I,10/2/17,PT EVERGLADES,54,CROWLEY LINER SERVICES,PAVO J,0.83
I,10/2/17,PT EVERGLADES,63,CROWLEY LINER SERVICES,TUCANA J,0.93
I,10/2/17,PT EVERGLADES,17,CROWLEY LINER SERVICES,TUCANA J,1.09
I,10/2/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,TUCANA J,2.25
I,10/2/17,PT EVERGLADES,84,HAMBURG SUD,JPO LIBRA,2.3
I,10/2/17,PT EVERGLADES,27,HAMBURG SUD,JPO LIBRA,4
I,10/2/17,PT EVERGLADES,63,KING OCEAN SERVICES,PLANET V,0.19
I,10/2/17,PT EVERGLADES,70,HAPAG LLOYD,JPO LIBRA,4
I,10/2/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,PAVO J,6.41
I,10/2/17,PT EVERGLADES,9,HAPAG LLOYD,JPO LIBRA,4.33
I,10/2/17,PT EVERGLADES,32,KING OCEAN SERVICES,PLANET V,0.95
I,10/2/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,TUCANA J,14.94
I,10/2/17,PT EVERGLADES,52,CROWLEY LINER SERVICES,TUCANA J,12.32
I,10/2/17,PT EVERGLADES,87,HAPAG LLOYD,JPO LIBRA,0.06
I,10/2/17,PT EVERGLADES,2,HAMBURG SUD,JPO LIBRA,11
I,10/2/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,TUCANA J,44.82
I,10/2/17,PT EVERGLADES,7,HAMBURG SUD,JPO LIBRA,24
I,10/2/17,PT EVERGLADES,8,HAPAG LLOYD,JPO LIBRA,7.76
I,10/2/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,TUCANA J,2
I,10/2/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,PAVO J,4.11
I,10/2/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,PAVO J,2.34
I,10/2/17,PT EVERGLADES,28,CROWLEY LINER SERVICES,PAVO J,0.89
I,10/2/17,PT EVERGLADES,33,HAMBURG SUD,JPO LIBRA,3
I,10/2/17,PT EVERGLADES,38,CROWLEY LINER SERVICES,PAVO J,0.17
I,10/2/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,TUCANA J,126.57
I,10/2/17,PT EVERGLADES,82,HAMBURG SUD,JPO LIBRA,0.3
I,10/2/17,PT EVERGLADES,83,KING OCEAN SERVICES,PLANET V,0.33
I,10/2/17,PT EVERGLADES,2,CMA-CGM,JPO LIBRA,6
I,10/2/17,PT EVERGLADES,7,CMA-CGM,JPO LIBRA,7
I,10/2/17,PT EVERGLADES,39,KING OCEAN SERVICES,PLANET V,12
I,10/2/17,PT EVERGLADES,61,HAPAG LLOYD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,PAVO J,172.18
I,10/2/17,PT EVERGLADES,84,KING OCEAN SERVICES,PLANET V,15.51
I,10/2/17,PT EVERGLADES,87,KING OCEAN SERVICES,PLANET V,1
I,10/2/17,PT EVERGLADES,8,KING OCEAN SERVICES,PLANET V,16.14
I,10/2/17,PT EVERGLADES,15,CROWLEY LINER SERVICES,PAVO J,0.59
I,10/2/17,PT EVERGLADES,16,KING OCEAN SERVICES,PLANET V,0.34
I,10/2/17,PT EVERGLADES,62,KING OCEAN SERVICES,PLANET V,1
I,10/2/17,PT EVERGLADES,68,CROWLEY LINER SERVICES,PAVO J,12.99
I,10/2/17,PT EVERGLADES,69,CROWLEY LINER SERVICES,TUCANA J,15.75
I,10/2/17,PT EVERGLADES,76,HAMBURG SUD,JPO LIBRA,22
I,10/2/17,PT EVERGLADES,84,SCM LINES,SCM ELPIDA,1
I,10/2/17,PT EVERGLADES,94,HAMBURG SUD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,2,CROWLEY LINER SERVICES,TUCANA J,4
I,10/2/17,PT EVERGLADES,22,CMA-CGM,JPO LIBRA,32.03
I,10/2/17,PT EVERGLADES,22,HAPAG LLOYD,JPO LIBRA,4
I,10/2/17,PT EVERGLADES,40,HAMBURG SUD,JPO LIBRA,1
I,10/2/17,PT EVERGLADES,48,CROWLEY LINER SERVICES,TUCANA J,2
I,10/2/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,DENEB J,10.75
I,10/2/17,PT EVERGLADES,3,HAPAG LLOYD,JPO LIBRA,12
I,10/2/17,PT EVERGLADES,22,COMPANIA CHILENA DE NAVEGACION INTE,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,69,CMA-CGM,JPO LIBRA,1
I,10/2/17,PT EVERGLADES,20,COMPANIA CHILENA DE NAVEGACION INTE,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,20,HAPAG LLOYD,JPO LIBRA,3
I,10/2/17,PT EVERGLADES,89,HAMBURG SUD,JPO LIBRA,1
I,10/2/17,PT EVERGLADES,21,CROWLEY LINER SERVICES,TUCANA J,1
I,10/2/17,PT EVERGLADES,25,CMA-CGM,JPO LIBRA,16
I,10/2/17,PT EVERGLADES,48,CROWLEY LINER SERVICES,DENEB J,7.85
I,10/2/17,PT EVERGLADES,85,KING OCEAN SERVICES,PLANET V,0.33
I,10/2/17,PT EVERGLADES,3,KING OCEAN SERVICES,PLANET V,6.66
I,10/2/17,PT EVERGLADES,4,CROWLEY LINER SERVICES,TUCANA J,1.5
I,10/2/17,PT EVERGLADES,19,HAMBURG SUD,JPO LIBRA,6
I,10/2/17,PT EVERGLADES,29,HAPAG LLOYD,JPO LIBRA,0.33
I,10/2/17,PT EVERGLADES,33,KING OCEAN SERVICES,PLANET V,0.19
I,10/2/17,PT EVERGLADES,84,HAPAG LLOYD,JPO LIBRA,4.5
I,10/2/17,PT EVERGLADES,7,AMERICAN PRESIDENT LINES,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,19,CROWLEY LINER SERVICES,PAVO J,0.41
I,10/2/17,PT EVERGLADES,20,KING OCEAN SERVICES,PLANET V,46.47
I,10/2/17,PT EVERGLADES,21,KING OCEAN SERVICES,PLANET V,5.23
I,10/2/17,PT EVERGLADES,10,KING OCEAN SERVICES,PLANET V,0.38
I,10/2/17,PT EVERGLADES,4,KING OCEAN SERVICES,PLANET V,8
I,10/2/17,PT EVERGLADES,68,HAMBURG SUD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,69,HAMBURG SUD,JPO LIBRA,4.75
I,10/2/17,PT EVERGLADES,89,BULK CARGOES,REBECCA,1
I,10/2/17,PT EVERGLADES,7,HAPAG LLOYD,JPO LIBRA,10
I,10/2/17,PT EVERGLADES,68,CMA-CGM,JPO LIBRA,2.95
I,10/2/17,PT EVERGLADES,95,CROWLEY LINER SERVICES,TUCANA J,0
I,10/2/17,PT EVERGLADES,33,HAPAG LLOYD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,52,KING OCEAN SERVICES,PLANET V,0.38
I,10/2/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,TUCANA J,5.77
I,10/2/17,PT EVERGLADES,95,CROWLEY LINER SERVICES,PAVO J,3.76
I,10/2/17,PT EVERGLADES,7,KING OCEAN SERVICES,PLANET V,31.16
I,10/2/17,PT EVERGLADES,19,KING OCEAN SERVICES,PLANET V,2
I,10/2/17,PT EVERGLADES,22,CROWLEY LINER SERVICES,TUCANA J,3.14
I,10/2/17,PT EVERGLADES,44,KING OCEAN SERVICES,PLANET V,31
I,10/2/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,PAVO J,21.79
I,10/2/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,DENEB J,5.4
I,10/2/17,PT EVERGLADES,70,HAMBURG SUD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,,HAMBURG SUD,JPO LIBRA,7.31
I,10/2/17,PT EVERGLADES,22,KING OCEAN SERVICES,PLANET V,0.33
I,10/2/17,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,2
I,10/2/17,PT EVERGLADES,39,HAMBURG SUD,JPO LIBRA,11
I,10/2/17,PT EVERGLADES,61,HAMBURG SUD,JPO LIBRA,10
I,10/2/17,PT EVERGLADES,94,CROWLEY LINER SERVICES,PAVO J,1.67
I,10/2/17,PT EVERGLADES,,CROWLEY LINER SERVICES,PAVO J,8.59
I,10/2/17,PT EVERGLADES,,CROWLEY LINER SERVICES,TUCANA J,42.92
I,10/2/17,PT EVERGLADES,69,KING OCEAN SERVICES,PLANET V,39
I,10/2/17,PT EVERGLADES,73,HAMBURG SUD,JPO LIBRA,10
I,10/2/17,PT EVERGLADES,94,KING OCEAN SERVICES,PLANET V,2
I,10/2/17,PT EVERGLADES,21,HAPAG LLOYD,JPO LIBRA,1
I,10/2/17,PT EVERGLADES,76,CROWLEY LINER SERVICES,DENEB J,4
I,10/2/17,PT EVERGLADES,76,KING OCEAN SERVICES,PLANET V,5.91
I,10/2/17,PT EVERGLADES,,CMA-CGM,JPO LIBRA,0.01
I,10/2/17,PT EVERGLADES,6,CROWLEY LINER SERVICES,TUCANA J,2.01
I,10/2/17,PT EVERGLADES,6,HAMBURG SUD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,73,CMA-CGM,JPO LIBRA,0.04
I,10/2/17,PT EVERGLADES,19,HAPAG LLOYD,JPO LIBRA,1
I,10/2/17,PT EVERGLADES,28,HAPAG LLOYD,JPO LIBRA,2
I,10/2/17,PT EVERGLADES,30,CMA-CGM,JPO LIBRA,1
I,10/3/17,PT EVERGLADES,18,HAPAG LLOYD,WASHINGTON EXPRESS,9.92
I,10/3/17,PT EVERGLADES,27,HAPAG LLOYD,WASHINGTON EXPRESS,0.14
I,10/3/17,PT EVERGLADES,12,KING OCEAN SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,28,HAPAG LLOYD,WASHINGTON EXPRESS,12
I,10/3/17,PT EVERGLADES,84,NYK LINE,WASHINGTON EXPRESS,3.16
I,10/3/17,PT EVERGLADES,76,KING OCEAN SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,85,YANG MING LINE,WASHINGTON EXPRESS,2
I,10/3/17,PT EVERGLADES,,KING OCEAN SERVICES,ROTHORN,12.43
I,10/3/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,ROTHORN,21.96
I,10/3/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,ROTHORN,6
I,10/3/17,PT EVERGLADES,10,KING OCEAN SERVICES,CHARLOTTE,0.76
I,10/3/17,PT EVERGLADES,12,HAPAG LLOYD,WASHINGTON EXPRESS,0.13
I,10/3/17,PT EVERGLADES,22,CROWLEY LINER SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,94,HAPAG LLOYD,WASHINGTON EXPRESS,5.39
I,10/3/17,PT EVERGLADES,,YANG MING LINE,WASHINGTON EXPRESS,3
I,10/3/17,PT EVERGLADES,4,KING OCEAN SERVICES,CHARLOTTE,2
I,10/3/17,PT EVERGLADES,40,HAPAG LLOYD,WASHINGTON EXPRESS,1.1
I,10/3/17,PT EVERGLADES,76,HAPAG LLOYD,WASHINGTON EXPRESS,25.75
I,10/3/17,PT EVERGLADES,40,CROWLEY LINER SERVICES,ROTHORN,7.56
I,10/3/17,PT EVERGLADES,19,KING OCEAN SERVICES,ROTHORN,3.59
I,10/3/17,PT EVERGLADES,62,KING OCEAN SERVICES,CHARLOTTE,8
I,10/3/17,PT EVERGLADES,89,HAPAG LLOYD,WASHINGTON EXPRESS,8.71
I,10/3/17,PT EVERGLADES,34,HAPAG LLOYD,WASHINGTON EXPRESS,0.14
I,10/3/17,PT EVERGLADES,49,KING OCEAN SERVICES,ROTHORN,0.36
I,10/3/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,PEGASUS J,13.5
I,10/3/17,PT EVERGLADES,61,KING OCEAN SERVICES,CHARLOTTE,3.33
I,10/3/17,PT EVERGLADES,87,KING OCEAN SERVICES,LION,2
I,10/3/17,PT EVERGLADES,6,KING OCEAN SERVICES,ROTHORN,4
I,10/3/17,PT EVERGLADES,2,KING OCEAN SERVICES,CHARLOTTE,12
I,10/3/17,PT EVERGLADES,19,HAPAG LLOYD,WASHINGTON EXPRESS,19.25
I,10/3/17,PT EVERGLADES,22,KING OCEAN SERVICES,CHARLOTTE,7.24
I,10/3/17,PT EVERGLADES,22,YANG MING LINE,WASHINGTON EXPRESS,13
I,10/3/17,PT EVERGLADES,83,KING OCEAN SERVICES,ROTHORN,0.18
I,10/3/17,PT EVERGLADES,84,KING OCEAN SERVICES,ROTHORN,0.18
I,10/3/17,PT EVERGLADES,8,KING OCEAN SERVICES,ROTHORN,16
I,10/3/17,PT EVERGLADES,42,HAPAG LLOYD,WASHINGTON EXPRESS,6
I,10/3/17,PT EVERGLADES,52,NYK LINE,WASHINGTON EXPRESS,0.29
I,10/3/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,ROTHORN,0.44
I,10/3/17,PT EVERGLADES,69,HAPAG LLOYD,WASHINGTON EXPRESS,0.31
I,10/3/17,PT EVERGLADES,19,NYK LINE,WASHINGTON EXPRESS,2
I,10/3/17,PT EVERGLADES,28,NYK LINE,WASHINGTON EXPRESS,4
I,10/3/17,PT EVERGLADES,39,NYK LINE,WASHINGTON EXPRESS,0.29
I,10/3/17,PT EVERGLADES,42,CROWLEY LINER SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,95,HAPAG LLOYD,WASHINGTON EXPRESS,0.14
I,10/3/17,PT EVERGLADES,85,HAPAG LLOYD,WASHINGTON EXPRESS,3.27
I,10/3/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,LION,0
I,10/3/17,PT EVERGLADES,86,KING OCEAN SERVICES,ROTHORN,0
I,10/3/17,PT EVERGLADES,22,NYK LINE,WASHINGTON EXPRESS,2
I,10/3/17,PT EVERGLADES,82,HAPAG LLOYD,WASHINGTON EXPRESS,0.14
I,10/3/17,PT EVERGLADES,22,KING OCEAN SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,32,KING OCEAN SERVICES,ROTHORN,0.36
I,10/3/17,PT EVERGLADES,69,NYK LINE,WASHINGTON EXPRESS,2
I,10/3/17,PT EVERGLADES,39,HAPAG LLOYD,WASHINGTON EXPRESS,6.01
I,10/3/17,PT EVERGLADES,83,HAPAG LLOYD,WASHINGTON EXPRESS,0.2
I,10/3/17,PT EVERGLADES,,HAPAG LLOYD,WASHINGTON EXPRESS,15.18
I,10/3/17,PT EVERGLADES,20,KING OCEAN SERVICES,ROTHORN,1.69
I,10/3/17,PT EVERGLADES,73,HAPAG LLOYD,WASHINGTON EXPRESS,0.21
I,10/3/17,PT EVERGLADES,85,NYK LINE,WASHINGTON EXPRESS,4
I,10/3/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,25,HAPAG LLOYD,WASHINGTON EXPRESS,1.75
I,10/3/17,PT EVERGLADES,29,KING OCEAN SERVICES,ROTHORN,1.75
I,10/3/17,PT EVERGLADES,6,CROWLEY LINER SERVICES,ROTHORN,6
I,10/3/17,PT EVERGLADES,48,HAPAG LLOYD,WASHINGTON EXPRESS,3.11
I,10/3/17,PT EVERGLADES,63,HAPAG LLOYD,WASHINGTON EXPRESS,4.1
I,10/3/17,PT EVERGLADES,17,HAPAG LLOYD,WASHINGTON EXPRESS,2.34
I,10/3/17,PT EVERGLADES,32,HAPAG LLOYD,WASHINGTON EXPRESS,1.88
I,10/3/17,PT EVERGLADES,38,NYK LINE,WASHINGTON EXPRESS,0.29
I,10/3/17,PT EVERGLADES,49,HAPAG LLOYD,WASHINGTON EXPRESS,0.52
I,10/3/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,ROTHORN,22.25
I,10/3/17,PT EVERGLADES,39,KING OCEAN SERVICES,ROTHORN,14
I,10/3/17,PT EVERGLADES,48,CROWLEY LINER SERVICES,ROTHORN,12.75
I,10/3/17,PT EVERGLADES,21,HAPAG LLOYD,WASHINGTON EXPRESS,10.75
I,10/3/17,PT EVERGLADES,70,HAPAG LLOYD,WASHINGTON EXPRESS,0.65
I,10/3/17,PT EVERGLADES,86,KING OCEAN SERVICES,CHARLOTTE,0
I,10/3/17,PT EVERGLADES,,KING OCEAN SERVICES,CHARLOTTE,5.67
I,10/3/17,PT EVERGLADES,9,CROWLEY LINER SERVICES,ROTHORN,5
I,10/3/17,PT EVERGLADES,87,HAPAG LLOYD,WASHINGTON EXPRESS,2.35
I,10/3/17,PT EVERGLADES,48,KING OCEAN SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,62,HAPAG LLOYD,WASHINGTON EXPRESS,4
I,10/3/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,ROTHORN,16.5
I,10/3/17,PT EVERGLADES,90,KING OCEAN SERVICES,ROTHORN,2.43
I,10/3/17,PT EVERGLADES,85,KING OCEAN SERVICES,ROTHORN,8.18
I,10/3/17,PT EVERGLADES,3,KING OCEAN SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,ROTHORN,17.79
I,10/3/17,PT EVERGLADES,,NYK LINE,WASHINGTON EXPRESS,4
I,10/3/17,PT EVERGLADES,21,KING OCEAN SERVICES,ROTHORN,2.18
I,10/3/17,PT EVERGLADES,44,HAPAG LLOYD,WASHINGTON EXPRESS,18
I,10/3/17,PT EVERGLADES,22,HAPAG LLOYD,WASHINGTON EXPRESS,71.31
I,10/3/17,PT EVERGLADES,4,KING OCEAN SERVICES,ROTHORN,0.99
I,10/3/17,PT EVERGLADES,33,HAPAG LLOYD,WASHINGTON EXPRESS,5.3
I,10/3/17,PT EVERGLADES,33,CROWLEY LINER SERVICES,ROTHORN,2
I,10/3/17,PT EVERGLADES,57,HAPAG LLOYD,WASHINGTON EXPRESS,1.11
I,10/3/17,PT EVERGLADES,48,NYK LINE,WASHINGTON EXPRESS,2
I,10/3/17,PT EVERGLADES,52,YANG MING LINE,WASHINGTON EXPRESS,2
I,10/3/17,PT EVERGLADES,29,HAPAG LLOYD,WASHINGTON EXPRESS,0.11
I,10/3/17,PT EVERGLADES,49,NYK LINE,WASHINGTON EXPRESS,1
I,10/3/17,PT EVERGLADES,84,HAPAG LLOYD,WASHINGTON EXPRESS,9.29
I,10/3/17,PT EVERGLADES,88,HAPAG LLOYD,WASHINGTON EXPRESS,0.13
I,10/3/17,PT EVERGLADES,7,KING OCEAN SERVICES,ROTHORN,6
I,10/3/17,PT EVERGLADES,65,HAPAG LLOYD,WASHINGTON EXPRESS,0.11
I,10/3/17,PT EVERGLADES,86,KING OCEAN SERVICES,LION,0
I,10/4/17,PT EVERGLADES,3,HYBUR SHIPPING,VANTAGE,7
I,10/4/17,PT EVERGLADES,33,HYBUR SHIPPING,VANTAGE,2
I,10/4/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,PEGASUS J,20.25
I,10/4/17,PT EVERGLADES,83,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,4
I,10/4/17,PT EVERGLADES,95,MAERSK LINE,MAERSK KENTUCKY,1.75
I,10/4/17,PT EVERGLADES,95,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,0.01
I,10/4/17,PT EVERGLADES,21,HYBUR SHIPPING,VANTAGE,4.33
I,10/4/17,PT EVERGLADES,29,MEDITERRANEAN SHIPPING COMPANY,MAERSK KENTUCKY,2
I,10/4/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,PEGASUS J,6
I,10/4/17,PT EVERGLADES,85,SEABOARD MARINE LTD,K BREEZE,7.42
I,10/4/17,PT EVERGLADES,84,MEDITERRANEAN SHIPPING COMPANY,MAERSK KENTUCKY,6.18
I,10/4/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,K BREEZE,2
I,10/4/17,PT EVERGLADES,87,CROWLEY LINER SERVICES,K BREEZE,13.6
I,10/4/17,PT EVERGLADES,,CROWLEY LINER SERVICES,K BREEZE,8.93
I,10/4/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,BAHAMAS EXPRESS,0
I,10/4/17,PT EVERGLADES,,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,5.27
I,10/4/17,PT EVERGLADES,25,CROWLEY LINER SERVICES,K BREEZE,2
I,10/4/17,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,7.75
I,10/4/17,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,15
I,10/4/17,PT EVERGLADES,81,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1
I,10/4/17,PT EVERGLADES,83,SEABOARD MARINE LTD,K BREEZE,14
I,10/4/17,PT EVERGLADES,,MAERSK LINE,MAERSK KENTUCKY,16
I,10/4/17,PT EVERGLADES,6,CROWLEY LINER SERVICES,K BREEZE,6
I,10/4/17,PT EVERGLADES,25,SEABOARD MARINE LTD,K BREEZE,8.75
I,10/4/17,PT EVERGLADES,28,MEDITERRANEAN SHIPPING COMPANY,MAERSK KENTUCKY,1
I,10/4/17,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1.75
I,10/4/17,PT EVERGLADES,46,SEABOARD MARINE LTD,K BREEZE,1.25
I,10/4/17,PT EVERGLADES,30,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,0.78
I,10/4/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,K BREEZE,53.94
I,10/4/17,PT EVERGLADES,19,SEABOARD MARINE LTD,K BREEZE,0.04
I,10/4/17,PT EVERGLADES,64,CROWLEY LINER SERVICES,K BREEZE,1.16
I,10/4/17,PT EVERGLADES,90,MAERSK LINE,MAERSK KENTUCKY,2
I,10/4/17,PT EVERGLADES,90,MEDITERRANEAN SHIPPING COMPANY,JSP AMIHAN,1
