Direction,Date,US Port,HS Code 2 Digit,Ship Line Name,Vessel Name,TEUS
I,10/9/17,PT EVERGLADES,52,CROWLEY LINER SERVICES,PAVO J,5.25
I,10/9/17,PT EVERGLADES,3,HAPAG LLOYD,JPO CAPRICORNUS,6
I,10/9/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,PAVO J,4.71
I,10/9/17,PT EVERGLADES,17,HAPAG LLOYD,JPO CAPRICORNUS,0.01
I,10/9/17,PT EVERGLADES,40,HAMBURG SUD,JPO CAPRICORNUS,1
I,10/9/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,VANQUISH,4
I,10/9/17,PT EVERGLADES,22,CROWLEY LINER SERVICES,TUCANA J,1.14
I,10/9/17,PT EVERGLADES,22,CROWLEY LINER SERVICES,PAVO J,2
I,10/9/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,DENEB J,22.48
I,10/9/17,PT EVERGLADES,,CROWLEY LINER SERVICES,DENEB J,7.06
I,10/9/17,PT EVERGLADES,21,HAPAG LLOYD,JPO CAPRICORNUS,13
I,10/9/17,PT EVERGLADES,54,CROWLEY LINER SERVICES,TUCANA J,0.19
I,10/9/17,PT EVERGLADES,86,MBC LINE (MARINE BULK CARRIERS),CAPE MAIL,0
I,10/9/17,PT EVERGLADES,87,HAPAG LLOYD,JPO CAPRICORNUS,1
I,10/9/17,PT EVERGLADES,94,CROWLEY LINER SERVICES,PAVO J,0.56
I,10/9/17,PT EVERGLADES,7,HAMBURG SUD,JPO CAPRICORNUS,21
I,10/9/17,PT EVERGLADES,8,HAPAG LLOYD,JPO CAPRICORNUS,6
I,10/9/17,PT EVERGLADES,46,CROWLEY LINER SERVICES,PAVO J,0.16
I,10/9/17,PT EVERGLADES,62,HAPAG LLOYD,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,68,CMA-CGM,JPO CAPRICORNUS,9.96
I,10/9/17,PT EVERGLADES,48,CMA-CGM,JPO CAPRICORNUS,0
I,10/9/17,PT EVERGLADES,9,HAMBURG SUD,JPO CAPRICORNUS,3
I,10/9/17,PT EVERGLADES,19,CROWLEY LINER SERVICES,PAVO J,0.43
I,10/9/17,PT EVERGLADES,19,CROWLEY LINER SERVICES,TUCANA J,3
I,10/9/17,PT EVERGLADES,76,HAMBURG SUD,JPO CAPRICORNUS,5.94
I,10/9/17,PT EVERGLADES,94,HAMBURG SUD,JPO CAPRICORNUS,5
I,10/9/17,PT EVERGLADES,,HAMBURG SUD,JPO CAPRICORNUS,5
I,10/9/17,PT EVERGLADES,22,HAPAG LLOYD,JPO CAPRICORNUS,4.01
I,10/9/17,PT EVERGLADES,28,CROWLEY LINER SERVICES,PAVO J,6.04
I,10/9/17,PT EVERGLADES,72,CROWLEY LINER SERVICES,TUCANA J,0.28
I,10/9/17,PT EVERGLADES,84,HAMBURG SUD,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,94,CMA-CGM,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,,CMA-CGM,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,6,CROWLEY LINER SERVICES,PAVO J,0.57
I,10/9/17,PT EVERGLADES,24,CROWLEY LINER SERVICES,PAVO J,13.48
I,10/9/17,PT EVERGLADES,42,CROWLEY LINER SERVICES,TUCANA J,8.25
I,10/9/17,PT EVERGLADES,68,CROWLEY LINER SERVICES,PAVO J,5.96
I,10/9/17,PT EVERGLADES,4,HAPAG LLOYD,JPO CAPRICORNUS,0.31
I,10/9/17,PT EVERGLADES,25,CMA-CGM,JPO CAPRICORNUS,30.98
I,10/9/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,DENEB J,9.21
I,10/9/17,PT EVERGLADES,73,CMA-CGM,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,95,CROWLEY LINER SERVICES,TUCANA J,0
I,10/9/17,PT EVERGLADES,9,CROWLEY LINER SERVICES,PAVO J,0.06
I,10/9/17,PT EVERGLADES,19,HAMBURG SUD,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,84,HAPAG LLOYD,JPO CAPRICORNUS,7
I,10/9/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,TUCANA J,8.75
I,10/9/17,PT EVERGLADES,48,HAMBURG SUD,JPO CAPRICORNUS,6
I,10/9/17,PT EVERGLADES,33,HAMBURG SUD,JPO CAPRICORNUS,1
I,10/9/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,DENEB J,4.91
I,10/9/17,PT EVERGLADES,,CROWLEY LINER SERVICES,PAVO J,7.31
I,10/9/17,PT EVERGLADES,,CROWLEY LINER SERVICES,TUCANA J,41.75
I,10/9/17,PT EVERGLADES,2,HAPAG LLOYD,JPO CAPRICORNUS,10
I,10/9/17,PT EVERGLADES,7,COMPANIA CHILENA DE NAVEGACION INTE,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,7,HAPAG LLOYD,JPO CAPRICORNUS,10
I,10/9/17,PT EVERGLADES,9,AMERICAN PRESIDENT LINES,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,PAVO J,11.29
I,10/9/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,PAVO J,0
I,10/9/17,PT EVERGLADES,29,HAMBURG SUD,JPO CAPRICORNUS,1.75
I,10/9/17,PT EVERGLADES,6,CROWLEY LINER SERVICES,TUCANA J,2
I,10/9/17,PT EVERGLADES,17,HAMBURG SUD,JPO CAPRICORNUS,10
I,10/9/17,PT EVERGLADES,8,HAMBURG SUD,JPO CAPRICORNUS,6
I,10/9/17,PT EVERGLADES,94,HAPAG LLOYD,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,52,HAMBURG SUD,JPO CAPRICORNUS,6
I,10/9/17,PT EVERGLADES,70,HAMBURG SUD,JPO CAPRICORNUS,20.02
I,10/9/17,PT EVERGLADES,39,HAMBURG SUD,JPO CAPRICORNUS,5
I,10/9/17,PT EVERGLADES,73,HAMBURG SUD,JPO CAPRICORNUS,5
I,10/9/17,PT EVERGLADES,95,CROWLEY LINER SERVICES,PAVO J,0.54
I,10/9/17,PT EVERGLADES,44,HAMBURG SUD,JPO CAPRICORNUS,21.79
I,10/9/17,PT EVERGLADES,64,CROWLEY LINER SERVICES,PAVO J,21
I,10/9/17,PT EVERGLADES,22,HAMBURG SUD,JPO CAPRICORNUS,51.02
I,10/9/17,PT EVERGLADES,94,CROWLEY LINER SERVICES,TUCANA J,0.19
I,10/9/17,PT EVERGLADES,2,CMA-CGM,JPO CAPRICORNUS,4
I,10/9/17,PT EVERGLADES,20,HAMBURG SUD,JPO CAPRICORNUS,12
I,10/9/17,PT EVERGLADES,44,CMA-CGM,JPO CAPRICORNUS,0.02
I,10/9/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,EMERALD EXPRESS,0
I,10/9/17,PT EVERGLADES,19,HAPAG LLOYD,JPO CAPRICORNUS,0.11
I,10/9/17,PT EVERGLADES,22,CMA-CGM,JPO CAPRICORNUS,13
I,10/9/17,PT EVERGLADES,31,HAPAG LLOYD,JPO CAPRICORNUS,1
I,10/9/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,TUCANA J,6.92
I,10/9/17,PT EVERGLADES,87,CROWLEY LINER SERVICES,PAVO J,6.8
I,10/9/17,PT EVERGLADES,3,CMA-CGM,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,63,HAMBURG SUD,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,3,HAMBURG SUD,JPO CAPRICORNUS,8
I,10/9/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,PAVO J,9.96
I,10/9/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,PAVO J,127.01
I,10/9/17,PT EVERGLADES,60,HAMBURG SUD,JPO CAPRICORNUS,1
I,10/9/17,PT EVERGLADES,69,HAPAG LLOYD,JPO CAPRICORNUS,3
I,10/9/17,PT EVERGLADES,74,CROWLEY LINER SERVICES,TUCANA J,8.77
I,10/9/17,PT EVERGLADES,21,HAMBURG SUD,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,42,CROWLEY LINER SERVICES,PAVO J,2
I,10/9/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,TUCANA J,2.26
I,10/9/17,PT EVERGLADES,7,AMERICAN PRESIDENT LINES,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,PAVO J,40.2
I,10/9/17,PT EVERGLADES,96,CROWLEY LINER SERVICES,PAVO J,4.59
I,10/9/17,PT EVERGLADES,24,CROWLEY LINER SERVICES,TUCANA J,3
I,10/9/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,PAVO J,3
I,10/9/17,PT EVERGLADES,21,CROWLEY LINER SERVICES,TUCANA J,8.14
I,10/9/17,PT EVERGLADES,62,HAMBURG SUD,JPO CAPRICORNUS,11.98
I,10/9/17,PT EVERGLADES,7,CMA-CGM,JPO CAPRICORNUS,20.04
I,10/9/17,PT EVERGLADES,21,CROWLEY LINER SERVICES,PAVO J,4.02
I,10/9/17,PT EVERGLADES,61,HAPAG LLOYD,JPO CAPRICORNUS,4
I,10/9/17,PT EVERGLADES,69,HAMBURG SUD,JPO CAPRICORNUS,1
I,10/9/17,PT EVERGLADES,,HAPAG LLOYD,JPO CAPRICORNUS,6
I,10/9/17,PT EVERGLADES,42,HAMBURG SUD,JPO CAPRICORNUS,12
I,10/9/17,PT EVERGLADES,87,CROWLEY LINER SERVICES,TUCANA J,2
I,10/9/17,PT EVERGLADES,2,HAMBURG SUD,JPO CAPRICORNUS,13
I,10/9/17,PT EVERGLADES,11,HAMBURG SUD,JPO CAPRICORNUS,4
I,10/9/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,TUCANA J,152.75
I,10/9/17,PT EVERGLADES,69,CMA-CGM,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,6,HAPAG LLOYD,JPO CAPRICORNUS,6
I,10/9/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,TUCANA J,37.77
I,10/9/17,PT EVERGLADES,48,CROWLEY LINER SERVICES,DENEB J,8.34
I,10/9/17,PT EVERGLADES,20,HAPAG LLOYD,JPO CAPRICORNUS,1
I,10/9/17,PT EVERGLADES,34,HAMBURG SUD,JPO CAPRICORNUS,2
I,10/9/17,PT EVERGLADES,52,CROWLEY LINER SERVICES,TUCANA J,18.99
I,10/9/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,TUCANA J,46.28
I,10/10/17,PT EVERGLADES,6,CROWLEY LINER SERVICES,WEISSHORN,9.28
I,10/10/17,PT EVERGLADES,84,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,0.88
I,10/10/17,PT EVERGLADES,48,CROWLEY LINER SERVICES,WEISSHORN,10.14
I,10/10/17,PT EVERGLADES,86,KING OCEAN SERVICES,WEISSHORN,0
I,10/10/17,PT EVERGLADES,38,KING OCEAN SERVICES,WEISSHORN,0.44
I,10/10/17,PT EVERGLADES,7,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,2
I,10/10/17,PT EVERGLADES,8,KING OCEAN SERVICES,WEISSHORN,24
I,10/10/17,PT EVERGLADES,28,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,2
I,10/10/17,PT EVERGLADES,9,CROWLEY LINER SERVICES,WEISSHORN,0.51
I,10/10/17,PT EVERGLADES,68,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,5.49
I,10/10/17,PT EVERGLADES,90,KING OCEAN SERVICES,WEISSHORN,6
I,10/10/17,PT EVERGLADES,69,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,13.74
I,10/10/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,WEISSHORN,20.67
I,10/10/17,PT EVERGLADES,3,KING OCEAN SERVICES,WEISSHORN,2
I,10/10/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,WEISSHORN,10.11
I,10/10/17,PT EVERGLADES,22,KING OCEAN SERVICES,WEISSHORN,1.75
I,10/10/17,PT EVERGLADES,,ZIM CONTAINER,MSC MARTA,1
I,10/10/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,WEISSHORN,17
I,10/10/17,PT EVERGLADES,27,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,1
I,10/10/17,PT EVERGLADES,7,KING OCEAN SERVICES,WEISSHORN,7.9
I,10/10/17,PT EVERGLADES,67,CROWLEY LINER SERVICES,WEISSHORN,0.72
I,10/10/17,PT EVERGLADES,95,KING OCEAN SERVICES,WEISSHORN,2
I,10/10/17,PT EVERGLADES,85,KING OCEAN SERVICES,WEISSHORN,2
I,10/10/17,PT EVERGLADES,95,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,2
I,10/10/17,PT EVERGLADES,11,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,1
I,10/10/17,PT EVERGLADES,15,KING OCEAN SERVICES,WEISSHORN,0.44
I,10/10/17,PT EVERGLADES,49,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,0.26
I,10/10/17,PT EVERGLADES,82,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,0.88
I,10/10/17,PT EVERGLADES,85,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,7.56
I,10/10/17,PT EVERGLADES,76,KING OCEAN SERVICES,WEISSHORN,2
I,10/10/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,WEISSHORN,9.49
I,10/10/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,WEISSHORN,2
I,10/10/17,PT EVERGLADES,70,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,2.3
I,10/10/17,PT EVERGLADES,94,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,13.11
I,10/10/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,WEISSHORN,0.37
I,10/10/17,PT EVERGLADES,,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,7.95
I,10/10/17,PT EVERGLADES,34,KING OCEAN SERVICES,WEISSHORN,1
I,10/10/17,PT EVERGLADES,25,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,9.25
I,10/10/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,WEISSHORN,2.06
I,10/10/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,EMERALD EXPRESS,0
I,10/10/17,PT EVERGLADES,48,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,32
I,10/10/17,PT EVERGLADES,21,CROWLEY LINER SERVICES,WEISSHORN,10
I,10/10/17,PT EVERGLADES,,CROWLEY LINER SERVICES,WEISSHORN,2
I,10/10/17,PT EVERGLADES,3,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,2
I,10/10/17,PT EVERGLADES,9,KING OCEAN SERVICES,WEISSHORN,0.1
I,10/10/17,PT EVERGLADES,21,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,7.75
I,10/10/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,SEA EXPRESS II,4
I,10/10/17,PT EVERGLADES,9,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,3
I,10/10/17,PT EVERGLADES,87,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,2
I,10/10/17,PT EVERGLADES,42,CROWLEY LINER SERVICES,WEISSHORN,0.01
I,10/10/17,PT EVERGLADES,,KING OCEAN SERVICES,WEISSHORN,6.69
I,10/10/17,PT EVERGLADES,8,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,6
I,10/10/17,PT EVERGLADES,39,KING OCEAN SERVICES,WEISSHORN,10
I,10/10/17,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,0.69
I,10/10/17,PT EVERGLADES,52,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,1.01
I,10/10/17,PT EVERGLADES,15,CROWLEY LINER SERVICES,WEISSHORN,2
I,10/10/17,PT EVERGLADES,30,KING OCEAN SERVICES,WEISSHORN,0.44
I,10/10/17,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,27.42
I,10/10/17,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,0.48
I,10/10/17,PT EVERGLADES,6,KING OCEAN SERVICES,WEISSHORN,4
I,10/10/17,PT EVERGLADES,20,KING OCEAN SERVICES,WEISSHORN,2
I,10/10/17,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,2
I,10/10/17,PT EVERGLADES,94,CROWLEY LINER SERVICES,WEISSHORN,2.26
I,10/10/17,PT EVERGLADES,40,CROWLEY LINER SERVICES,WEISSHORN,7.63
I,10/10/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,WEISSHORN,0
I,10/10/17,PT EVERGLADES,20,MEDITERRANEAN SHIPPING COMPANY,MSC MARTA,8.75
I,10/10/17,PT EVERGLADES,34,ZIM CONTAINER,MSC MARTA,1
I,10/10/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,CARIBBEAN EXPRESS I,0
I,10/11/17,PT EVERGLADES,48,MAERSK LINE,MAERSK MONTANA,2.41
I,10/11/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,PEGASUS J,4.25
I,10/11/17,PT EVERGLADES,81,CROWLEY LINER SERVICES,AS FEDERICA,0.98
I,10/11/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,AS FEDERICA,0
I,10/11/17,PT EVERGLADES,,CROWLEY LINER SERVICES,AS FEDERICA,7.2
I,10/11/17,PT EVERGLADES,,HYBUR SHIPPING,CARIBE MARINER,0.83
I,10/11/17,PT EVERGLADES,34,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,1
I,10/11/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,AS FEDERICA,0.46
I,10/11/17,PT EVERGLADES,73,CROWLEY LINER SERVICES,AS FEDERICA,10
I,10/11/17,PT EVERGLADES,87,CROWLEY LINER SERVICES,K BREEZE,7.08
I,10/11/17,PT EVERGLADES,40,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,3.5
I,10/11/17,PT EVERGLADES,89,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,9.98
I,10/11/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,K BREEZE,8.58
I,10/11/17,PT EVERGLADES,34,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,2
I,10/11/17,PT EVERGLADES,85,SEABOARD MARINE LTD,K BREEZE,2.59
I,10/11/17,PT EVERGLADES,39,MAERSK LINE,MAERSK MONTANA,5.59
I,10/11/17,PT EVERGLADES,97,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,0.63
I,10/11/17,PT EVERGLADES,19,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,4
I,10/11/17,PT EVERGLADES,34,SEABOARD MARINE LTD,K BREEZE,1.75
I,10/11/17,PT EVERGLADES,44,MAERSK LINE,MAERSK MONTANA,22
I,10/11/17,PT EVERGLADES,63,CROWLEY LINER SERVICES,AS FEDERICA,0.33
I,10/11/17,PT EVERGLADES,73,CROWLEY LINER SERVICES,K BREEZE,8.59
I,10/11/17,PT EVERGLADES,90,HYBUR SHIPPING,CARIBE MARINER,1
I,10/11/17,PT EVERGLADES,7,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,2
I,10/11/17,PT EVERGLADES,49,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,0.02
I,10/11/17,PT EVERGLADES,96,CROWLEY LINER SERVICES,K BREEZE,0.99
I,10/11/17,PT EVERGLADES,,SEABOARD MARINE LTD,K BREEZE,1.75
I,10/11/17,PT EVERGLADES,3,HYBUR SHIPPING,CARIBE MARINER,8
I,10/11/17,PT EVERGLADES,30,CROWLEY LINER SERVICES,K BREEZE,4.25
I,10/11/17,PT EVERGLADES,73,SEABOARD MARINE LTD,K BREEZE,12.25
I,10/11/17,PT EVERGLADES,20,CROWLEY LINER SERVICES,K BREEZE,2
I,10/11/17,PT EVERGLADES,21,HYBUR SHIPPING,CARIBE MARINER,2.83
I,10/11/17,PT EVERGLADES,25,SEABOARD MARINE LTD,K BREEZE,5.25
I,10/11/17,PT EVERGLADES,69,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,32.17
I,10/11/17,PT EVERGLADES,9,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,12
I,10/11/17,PT EVERGLADES,95,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,4
I,10/11/17,PT EVERGLADES,33,MAERSK LINE,MAERSK MONTANA,6
I,10/11/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,AS FEDERICA,0.33
I,10/11/17,PT EVERGLADES,85,MAERSK LINE,MAERSK MONTANA,4
I,10/11/17,PT EVERGLADES,87,CROWLEY LINER SERVICES,AS FEDERICA,18
I,10/11/17,PT EVERGLADES,8,HYBUR SHIPPING,CARIBE MARINER,2
I,10/11/17,PT EVERGLADES,20,MAERSK LINE,MAERSK MONTANA,6
I,10/11/17,PT EVERGLADES,42,SEABOARD MARINE LTD,K BREEZE,1.75
I,10/11/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,AS FEDERICA,0.33
I,10/11/17,PT EVERGLADES,63,SEABOARD MARINE LTD,K BREEZE,1.75
I,10/11/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,K BREEZE,1
I,10/11/17,PT EVERGLADES,86,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,0
I,10/11/17,PT EVERGLADES,94,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,6
I,10/11/17,PT EVERGLADES,95,SEABOARD MARINE LTD,K BREEZE,3.5
I,10/11/17,PT EVERGLADES,4,MAERSK LINE,MAERSK MONTANA,1
I,10/11/17,PT EVERGLADES,87,MAERSK LINE,MAERSK MONTANA,5
I,10/11/17,PT EVERGLADES,,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,18.01
I,10/11/17,PT EVERGLADES,28,CROWLEY LINER SERVICES,AS FEDERICA,0.02
I,10/11/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,K BREEZE,6
I,10/11/17,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,1.12
I,10/11/17,PT EVERGLADES,44,HYBUR SHIPPING,CARIBE MARINER,0.17
I,10/11/17,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,25.87
I,10/11/17,PT EVERGLADES,52,CROWLEY LINER SERVICES,K BREEZE,12.26
I,10/11/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,K BREEZE,3
I,10/11/17,PT EVERGLADES,9,SEABOARD MARINE LTD,K BREEZE,3.5
I,10/11/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,K BREEZE,2
I,10/11/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,AS FEDERICA,1
I,10/11/17,PT EVERGLADES,86,SEABOARD MARINE LTD,K BREEZE,0
I,10/11/17,PT EVERGLADES,22,CROWLEY LINER SERVICES,AS FEDERICA,2.54
I,10/11/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,K BREEZE,58.77
I,10/11/17,PT EVERGLADES,83,SEABOARD MARINE LTD,K BREEZE,10.5
I,10/11/17,PT EVERGLADES,87,SEABOARD MARINE LTD,K BREEZE,4.5
I,10/11/17,PT EVERGLADES,20,CROWLEY LINER SERVICES,AS FEDERICA,0.46
I,10/11/17,PT EVERGLADES,62,SEABOARD MARINE LTD,K BREEZE,10.5
I,10/11/17,PT EVERGLADES,2,MAERSK LINE,MAERSK MONTANA,2
I,10/11/17,PT EVERGLADES,8,SEABOARD MARINE LTD,K BREEZE,8.75
I,10/11/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,K BREEZE,35.53
I,10/11/17,PT EVERGLADES,90,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,4
I,10/11/17,PT EVERGLADES,22,MAERSK LINE,MAERSK MONTANA,55.99
I,10/11/17,PT EVERGLADES,48,CROWLEY LINER SERVICES,K BREEZE,0.12
I,10/11/17,PT EVERGLADES,67,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,0.97
I,10/11/17,PT EVERGLADES,84,HYBUR SHIPPING,CARIBE MARINER,0.34
I,10/11/17,PT EVERGLADES,84,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,3
I,10/11/17,PT EVERGLADES,88,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,2
I,10/11/17,PT EVERGLADES,3,CROWLEY LINER SERVICES,K BREEZE,4
I,10/11/17,PT EVERGLADES,17,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,0
I,10/11/17,PT EVERGLADES,90,SEABOARD MARINE LTD,K BREEZE,15.75
I,10/11/17,PT EVERGLADES,48,SEABOARD MARINE LTD,K BREEZE,1.75
I,10/11/17,PT EVERGLADES,64,SEABOARD MARINE LTD,K BREEZE,3.5
I,10/11/17,PT EVERGLADES,70,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,0.17
I,10/11/17,PT EVERGLADES,21,CROWLEY LINER SERVICES,K BREEZE,4.12
I,10/11/17,PT EVERGLADES,40,MAERSK LINE,MAERSK MONTANA,4
I,10/11/17,PT EVERGLADES,86,HYBUR SHIPPING,CARIBE MARINER,0
I,10/11/17,PT EVERGLADES,20,SEABOARD MARINE LTD,K BREEZE,1.75
I,10/11/17,PT EVERGLADES,28,HYBUR SHIPPING,CARIBE MARINER,0.33
I,10/11/17,PT EVERGLADES,86,KING OCEAN SERVICES,AS FEDERICA,0
I,10/11/17,PT EVERGLADES,34,MAERSK LINE,MAERSK MONTANA,2
I,10/11/17,PT EVERGLADES,49,CROWLEY LINER SERVICES,AS FEDERICA,0.33
I,10/11/17,PT EVERGLADES,23,CROWLEY LINER SERVICES,AS FEDERICA,2
I,10/11/17,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,3
I,10/11/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,SEA EXPRESS II,6
I,10/11/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,CAPE EXPRESS,0
I,10/11/17,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,10
I,10/11/17,PT EVERGLADES,94,CROWLEY LINER SERVICES,AS FEDERICA,3.46
I,10/11/17,PT EVERGLADES,32,MAERSK LINE,MAERSK MONTANA,2
I,10/11/17,PT EVERGLADES,40,CROWLEY LINER SERVICES,AS FEDERICA,2
I,10/11/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,K BREEZE,12.84
I,10/11/17,PT EVERGLADES,22,CROWLEY LINER SERVICES,K BREEZE,2
I,10/11/17,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,41.86
I,10/11/17,PT EVERGLADES,33,MEDITERRANEAN SHIPPING COMPANY,MAERSK MONTANA,2.17
I,10/11/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,PEGASUS J,1.73
I,10/11/17,PT EVERGLADES,39,SEABOARD MARINE LTD,K BREEZE,21
I,10/11/17,PT EVERGLADES,68,MAERSK LINE,MAERSK MONTANA,0.24
I,10/11/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,K BREEZE,10.02
I,10/11/17,PT EVERGLADES,12,MAERSK LINE,MAERSK MONTANA,4
I,10/11/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,PEGASUS J,2.77
I,10/11/17,PT EVERGLADES,44,SEABOARD MARINE LTD,K BREEZE,3.41
I,10/11/17,PT EVERGLADES,94,MAERSK LINE,MAERSK MONTANA,2
