Direction,Date,US Port,HS Code 2 Digit,Ship Line Name,Vessel Name,TEUS
I,12/8/17,PT EVERGLADES,85,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,2
I,12/8/17,PT EVERGLADES,65,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,2
I,12/8/17,PT EVERGLADES,72,KING OCEAN SERVICES,HOHERIFF,4
I,12/8/17,PT EVERGLADES,90,SEACOR ISLAND LINES LLC,PELAGIC EXPRESS,2
I,12/8/17,PT EVERGLADES,9,MAERSK LINE,SEALAND NEW YORK,3.75
I,12/8/17,PT EVERGLADES,24,KING OCEAN SERVICES,HOHERIFF,5.5
I,12/8/17,PT EVERGLADES,34,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,3.5
I,12/8/17,PT EVERGLADES,57,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,0.37
I,12/8/17,PT EVERGLADES,83,MAERSK LINE,SEALAND NEW YORK,4.15
I,12/8/17,PT EVERGLADES,87,MAERSK LINE,SEALAND NEW YORK,0.15
I,12/8/17,PT EVERGLADES,,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,15.02
I,12/8/17,PT EVERGLADES,25,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,24.5
I,12/8/17,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,25.18
I,12/8/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,DENEB J,20
I,12/8/17,PT EVERGLADES,8,MAERSK LINE,SEALAND NEW YORK,0.05
I,12/8/17,PT EVERGLADES,38,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,3.5
I,12/8/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,DENEB J,4.5
I,12/8/17,PT EVERGLADES,68,MEDITERRANEAN SHIPPING COMPANY,SEALAND NEW YORK,15
I,12/9/17,PT EVERGLADES,84,GREAT WHITE FLEET LTD,E R CALAIS,1.75
I,12/9/17,PT EVERGLADES,95,CROWLEY LINER SERVICES,PEGASUS,0.8
I,12/9/17,PT EVERGLADES,64,CROWLEY LINER SERVICES,PEGASUS,2
I,12/9/17,PT EVERGLADES,86,KING OCEAN SERVICES,FS IPANEMA,0
I,12/9/17,PT EVERGLADES,10,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,1
I,12/9/17,PT EVERGLADES,20,CROWLEY LINER SERVICES,DENEB J,6
I,12/9/17,PT EVERGLADES,21,CROWLEY LINER SERVICES,DENEB J,4
I,12/9/17,PT EVERGLADES,39,KING OCEAN SERVICES,FS IPANEMA,8
I,12/9/17,PT EVERGLADES,87,KING OCEAN SERVICES,FS IPANEMA,4
I,12/9/17,PT EVERGLADES,9,CROWLEY LINER SERVICES,REGULA,0.06
I,12/9/17,PT EVERGLADES,63,CROWLEY LINER SERVICES,DENEB J,9
I,12/9/17,PT EVERGLADES,7,GREAT WHITE FLEET LTD,E R CALAIS,5.83
I,12/9/17,PT EVERGLADES,27,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.03
I,12/9/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,REGULA,2
I,12/9/17,PT EVERGLADES,87,CROWLEY LINER SERVICES,PEGASUS,4.5
I,12/9/17,PT EVERGLADES,,CROWLEY LINER SERVICES,PEGASUS,17.97
I,12/9/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,REGULA,6
I,12/9/17,PT EVERGLADES,52,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.13
I,12/9/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,PEGASUS,82.02
I,12/9/17,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,1.24
I,12/9/17,PT EVERGLADES,6,CROWLEY LINER SERVICES,PEGASUS,1.77
I,12/9/17,PT EVERGLADES,12,GREAT WHITE FLEET LTD,E R CALAIS,0.88
I,12/9/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,REGULA,1
I,12/9/17,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.12
I,12/9/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,DENEB J,15.75
I,12/9/17,PT EVERGLADES,73,CROWLEY LINER SERVICES,REGULA,19
I,12/9/17,PT EVERGLADES,95,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,1
I,12/9/17,PT EVERGLADES,20,KING OCEAN SERVICES,FS IPANEMA,8
I,12/9/17,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,16.07
I,12/9/17,PT EVERGLADES,42,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,1.88
I,12/9/17,PT EVERGLADES,48,CROWLEY LINER SERVICES,PEGASUS,6.5
I,12/9/17,PT EVERGLADES,85,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,0.04
I,12/9/17,PT EVERGLADES,15,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,3
I,12/9/17,PT EVERGLADES,32,CROWLEY LINER SERVICES,PEGASUS,2.25
I,12/9/17,PT EVERGLADES,3,CROWLEY LINER SERVICES,PEGASUS,2.01
I,12/9/17,PT EVERGLADES,94,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,10.88
I,12/9/17,PT EVERGLADES,4,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,3
I,12/9/17,PT EVERGLADES,19,GREAT WHITE FLEET LTD,E R CALAIS,13.7
I,12/9/17,PT EVERGLADES,21,CROWLEY LINER SERVICES,PEGASUS,2
I,12/9/17,PT EVERGLADES,39,HAMBURG SUD,FS IPANEMA,2
I,12/9/17,PT EVERGLADES,85,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,1
I,12/9/17,PT EVERGLADES,25,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,88.36
I,12/9/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,PEGASUS,1
I,12/9/17,PT EVERGLADES,13,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.26
I,12/9/17,PT EVERGLADES,44,KING OCEAN SERVICES,FS IPANEMA,2
I,12/9/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,PEGASUS,71
I,12/9/17,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,2
I,12/9/17,PT EVERGLADES,38,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.85
I,12/9/17,PT EVERGLADES,42,GREAT WHITE FLEET LTD,E R CALAIS,0.07
I,12/9/17,PT EVERGLADES,6,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,1
I,12/9/17,PT EVERGLADES,7,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,2
I,12/9/17,PT EVERGLADES,28,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,1
I,12/9/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,PEGASUS,12.85
I,12/9/17,PT EVERGLADES,52,CROWLEY LINER SERVICES,PEGASUS,4.67
I,12/9/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,PEGASUS,17.45
I,12/9/17,PT EVERGLADES,2,CROWLEY LINER SERVICES,PEGASUS,2
I,12/9/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,PEGASUS,72.81
I,12/9/17,PT EVERGLADES,44,CROWLEY LINER SERVICES,PEGASUS,4
I,12/9/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,REGULA,2
I,12/9/17,PT EVERGLADES,82,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,1.7
I,12/9/17,PT EVERGLADES,22,CROWLEY LINER SERVICES,PEGASUS,2
I,12/9/17,PT EVERGLADES,69,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,18.5
I,12/9/17,PT EVERGLADES,76,KING OCEAN SERVICES,FS IPANEMA,0.64
I,12/9/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,FS IPANEMA,0
I,12/9/17,PT EVERGLADES,76,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,5
I,12/9/17,PT EVERGLADES,20,CROWLEY LINER SERVICES,PEGASUS,8.83
I,12/9/17,PT EVERGLADES,39,GREAT WHITE FLEET LTD,E R CALAIS,0.58
I,12/9/17,PT EVERGLADES,73,GREAT WHITE FLEET LTD,E R CALAIS,1.75
I,12/9/17,PT EVERGLADES,76,CROWLEY LINER SERVICES,PEGASUS,2
I,12/9/17,PT EVERGLADES,61,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,2.26
I,12/9/17,PT EVERGLADES,62,HAMBURG SUD,FS IPANEMA,1
I,12/9/17,PT EVERGLADES,6,GREAT WHITE FLEET LTD,E R CALAIS,0.88
I,12/9/17,PT EVERGLADES,60,CROWLEY LINER SERVICES,PEGASUS,0.25
I,12/9/17,PT EVERGLADES,83,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.01
I,12/9/17,PT EVERGLADES,73,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,1.75
I,12/9/17,PT EVERGLADES,,CROWLEY LINER SERVICES,REGULA,3
I,12/9/17,PT EVERGLADES,19,CROWLEY LINER SERVICES,PEGASUS,2.01
I,12/9/17,PT EVERGLADES,44,HAMBURG SUD,FS IPANEMA,24
I,12/9/17,PT EVERGLADES,48,GREAT WHITE FLEET LTD,E R CALAIS,2.05
I,12/9/17,PT EVERGLADES,20,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,11.18
I,12/9/17,PT EVERGLADES,68,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,7.27
I,12/9/17,PT EVERGLADES,48,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,3.95
I,12/9/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,REGULA,15.94
I,12/9/17,PT EVERGLADES,48,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,1.1
I,12/9/17,PT EVERGLADES,86,GREAT WHITE FLEET LTD,E R CALAIS,0.51
I,12/9/17,PT EVERGLADES,20,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.05
I,12/9/17,PT EVERGLADES,84,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,1
I,12/9/17,PT EVERGLADES,8,GREAT WHITE FLEET LTD,E R CALAIS,365.5
I,12/9/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,PEGASUS,4.51
I,12/9/17,PT EVERGLADES,,KING OCEAN SERVICES,FS IPANEMA,40.5
I,12/9/17,PT EVERGLADES,21,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,0.82
I,12/9/17,PT EVERGLADES,73,KING OCEAN SERVICES,FS IPANEMA,3.36
I,12/9/17,PT EVERGLADES,88,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.13
I,12/9/17,PT EVERGLADES,39,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,3.84
I,12/9/17,PT EVERGLADES,40,CROWLEY LINER SERVICES,REGULA,2
I,12/9/17,PT EVERGLADES,44,GREAT WHITE FLEET LTD,E R CALAIS,1.75
I,12/9/17,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,4
I,12/9/17,PT EVERGLADES,62,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,0.78
I,12/9/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,DENEB J,9
I,12/9/17,PT EVERGLADES,94,HAMBURG SUD,FS IPANEMA,2
I,12/9/17,PT EVERGLADES,33,MEDITERRANEAN SHIPPING COMPANY,E R CALAIS,7
I,12/9/17,PT EVERGLADES,42,CROWLEY LINER SERVICES,PEGASUS,6.17
I,12/9/17,PT EVERGLADES,63,MEDITERRANEAN SHIPPING COMPANY,HAMMONIA PALATIUM,1
I,12/9/17,PT EVERGLADES,76,HAMBURG SUD,FS IPANEMA,2
I,12/10/17,PT EVERGLADES,19,KING OCEAN SERVICES,PEGASUS J,0.33
I,12/10/17,PT EVERGLADES,73,KING OCEAN SERVICES,PEGASUS J,1
I,12/10/17,PT EVERGLADES,,CROWLEY LINER SERVICES,PEGASUS J,4
I,12/10/17,PT EVERGLADES,,CROWLEY LINER SERVICES,TUCANA J,7.77
I,12/10/17,PT EVERGLADES,84,KING OCEAN SERVICES,PEGASUS J,0.17
I,12/10/17,PT EVERGLADES,39,KING OCEAN SERVICES,PEGASUS J,0.17
I,12/10/17,PT EVERGLADES,61,KING OCEAN SERVICES,PEGASUS J,1
I,12/10/17,PT EVERGLADES,7,KING OCEAN SERVICES,PEGASUS J,2
I,12/10/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,CARIBBEAN EXPRESS I,0
I,12/10/17,PT EVERGLADES,20,KING OCEAN SERVICES,PEGASUS J,33
I,12/10/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,PEGASUS J,2.64
I,12/10/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,PEGASUS J,6
I,12/10/17,PT EVERGLADES,63,KING OCEAN SERVICES,PEGASUS J,2.25
I,12/10/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,TUCANA J,19.5
I,12/10/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,TUCANA J,24
I,12/10/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,TRANSPORT EXPRESS,0
I,12/10/17,PT EVERGLADES,69,KING OCEAN SERVICES,PEGASUS J,2
I,12/10/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,PEGASUS J,9.38
I,12/10/17,PT EVERGLADES,85,KING OCEAN SERVICES,PEGASUS J,1.51
I,12/10/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,TUCANA J,9.24
I,12/10/17,PT EVERGLADES,10,KING OCEAN SERVICES,PEGASUS J,3.92
I,12/10/17,PT EVERGLADES,86,KING OCEAN SERVICES,PEGASUS J,0
I,12/10/17,PT EVERGLADES,87,KING OCEAN SERVICES,PEGASUS J,0.17
I,12/10/17,PT EVERGLADES,,KING OCEAN SERVICES,PEGASUS J,2
I,12/10/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,CHAMPION III,0
I,12/11/17,PT EVERGLADES,3,DOLE OCEAN CARGO EXPRESS,DOLE ECUADOR,2
I,12/11/17,PT EVERGLADES,3,HAPAG LLOYD,LIMARI,40
I,12/11/17,PT EVERGLADES,85,CROWLEY LINER SERVICES,PAVO J,14.88
I,12/11/17,PT EVERGLADES,3,SEALAND,MARGARETE SCHULTE,2
I,12/11/17,PT EVERGLADES,20,DOLE OCEAN CARGO EXPRESS,DOLE ECUADOR,0.04
I,12/11/17,PT EVERGLADES,21,HAPAG LLOYD,LIMARI,1
I,12/11/17,PT EVERGLADES,,CMA-CGM,LIMARI,4
I,12/11/17,PT EVERGLADES,21,DOLE OCEAN CARGO EXPRESS,DOLE ECUADOR,2.98
I,12/11/17,PT EVERGLADES,86,SEACOR ISLAND LINES LLC,EMERALD EXPRESS,0
I,12/11/17,PT EVERGLADES,8,CMA-CGM,LIMARI,2
I,12/11/17,PT EVERGLADES,9,KING OCEAN SERVICES,DOLE ECUADOR,1.12
I,12/11/17,PT EVERGLADES,19,CROWLEY LINER SERVICES,PAVO J,2
I,12/11/17,PT EVERGLADES,73,CROWLEY LINER SERVICES,PAVO J,3.17
I,12/11/17,PT EVERGLADES,73,HAMBURG SUD,LIMARI,3
I,12/11/17,PT EVERGLADES,89,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,2
I,12/11/17,PT EVERGLADES,7,AMERICAN PRESIDENT LINES,LIMARI,19.66
I,12/11/17,PT EVERGLADES,38,CROWLEY LINER SERVICES,PAVO J,1.69
I,12/11/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,TUCANA J,4.5
I,12/11/17,PT EVERGLADES,8,KING OCEAN SERVICES,DOLE ECUADOR,2
I,12/11/17,PT EVERGLADES,32,HAMBURG SUD,LIMARI,1
I,12/11/17,PT EVERGLADES,47,HAMBURG SUD,LIMARI,30
I,12/11/17,PT EVERGLADES,49,HAMBURG SUD,LIMARI,0.33
I,12/11/17,PT EVERGLADES,62,CROWLEY LINER SERVICES,PAVO J,131.33
I,12/11/17,PT EVERGLADES,82,HAMBURG SUD,LIMARI,0.66
I,12/11/17,PT EVERGLADES,7,HAPAG LLOYD,LIMARI,2
I,12/11/17,PT EVERGLADES,44,HAPAG LLOYD,LIMARI,8
I,12/11/17,PT EVERGLADES,67,CMA-CGM,LIMARI,2.01
I,12/11/17,PT EVERGLADES,86,MBC LINE (MARINE BULK CARRIERS),CAPE MAIL,0
I,12/11/17,PT EVERGLADES,9,HAMBURG SUD,LIMARI,2
I,12/11/17,PT EVERGLADES,87,HAMBURG SUD,LIMARI,2
I,12/11/17,PT EVERGLADES,95,CROWLEY LINER SERVICES,PAVO J,2
I,12/11/17,PT EVERGLADES,17,HAMBURG SUD,LIMARI,7
I,12/11/17,PT EVERGLADES,22,HAPAG LLOYD,LIMARI,1
I,12/11/17,PT EVERGLADES,84,HAMBURG SUD,LIMARI,5.01
I,12/11/17,PT EVERGLADES,94,CMA-CGM,LIMARI,10
I,12/11/17,PT EVERGLADES,8,HAMBURG SUD,LIMARI,48
I,12/11/17,PT EVERGLADES,69,HAPAG LLOYD,LIMARI,1
I,12/11/17,PT EVERGLADES,94,HAPAG LLOYD,LIMARI,3
I,12/11/17,PT EVERGLADES,34,HAMBURG SUD,LIMARI,0.12
I,12/11/17,PT EVERGLADES,85,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,2
I,12/11/17,PT EVERGLADES,94,CROWLEY LINER SERVICES,PAVO J,0.56
I,12/11/17,PT EVERGLADES,,CROWLEY LINER SERVICES,PAVO J,13.19
I,12/11/17,PT EVERGLADES,25,CMA-CGM,LIMARI,11
I,12/11/17,PT EVERGLADES,25,HAPAG LLOYD,LIMARI,5
I,12/11/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,PAVO J,1
I,12/11/17,PT EVERGLADES,94,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,2
I,12/11/17,PT EVERGLADES,76,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,2
I,12/11/17,PT EVERGLADES,,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,4
I,12/11/17,PT EVERGLADES,20,HAMBURG SUD,LIMARI,17.01
I,12/11/17,PT EVERGLADES,19,DOLE OCEAN CARGO EXPRESS,DOLE ECUADOR,0.28
I,12/11/17,PT EVERGLADES,19,HAPAG LLOYD,LIMARI,3.75
I,12/11/17,PT EVERGLADES,48,CROWLEY LINER SERVICES,TUCANA J,8.75
I,12/11/17,PT EVERGLADES,7,DOLE OCEAN CARGO EXPRESS,DOLE ECUADOR,20.48
I,12/11/17,PT EVERGLADES,7,KING OCEAN SERVICES,DOLE ECUADOR,4.88
I,12/11/17,PT EVERGLADES,48,HAMBURG SUD,LIMARI,3
I,12/11/17,PT EVERGLADES,63,HAMBURG SUD,LIMARI,3
I,12/11/17,PT EVERGLADES,96,CROWLEY LINER SERVICES,PAVO J,0.48
I,12/11/17,PT EVERGLADES,3,HAMBURG SUD,LIMARI,24
I,12/11/17,PT EVERGLADES,29,HAMBURG SUD,LIMARI,1.75
I,12/11/17,PT EVERGLADES,64,CROWLEY LINER SERVICES,PAVO J,2
I,12/11/17,PT EVERGLADES,8,AMERICAN PRESIDENT LINES,LIMARI,0.34
I,12/11/17,PT EVERGLADES,24,CROWLEY LINER SERVICES,PAVO J,12.5
I,12/11/17,PT EVERGLADES,9,HAPAG LLOYD,LIMARI,4
I,12/11/17,PT EVERGLADES,21,CROWLEY LINER SERVICES,PAVO J,2.11
I,12/11/17,PT EVERGLADES,70,HAMBURG SUD,LIMARI,15.53
I,12/11/17,PT EVERGLADES,39,HAMBURG SUD,LIMARI,4
I,12/11/17,PT EVERGLADES,52,HAMBURG SUD,LIMARI,2
I,12/11/17,PT EVERGLADES,87,CROWLEY LINER SERVICES,PAVO J,15.42
I,12/11/17,PT EVERGLADES,44,HAMBURG SUD,LIMARI,36.46
I,12/11/17,PT EVERGLADES,84,CROWLEY LINER SERVICES,PAVO J,12.25
I,12/11/17,PT EVERGLADES,8,CROWLEY LINER SERVICES,PAVO J,15.19
I,12/11/17,PT EVERGLADES,16,HAMBURG SUD,LIMARI,1
I,12/11/17,PT EVERGLADES,62,HAMBURG SUD,LIMARI,9.34
I,12/11/17,PT EVERGLADES,87,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,2
I,12/11/17,PT EVERGLADES,7,CMA-CGM,LIMARI,28
I,12/11/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,AS FIORELLA,220
I,12/11/17,PT EVERGLADES,,DOLE OCEAN CARGO EXPRESS,DOLE ECUADOR,1.24
I,12/11/17,PT EVERGLADES,,HAPAG LLOYD,LIMARI,18
I,12/11/17,PT EVERGLADES,22,CMA-CGM,LIMARI,9
I,12/11/17,PT EVERGLADES,61,CROWLEY LINER SERVICES,PAVO J,4.63
I,12/11/17,PT EVERGLADES,86,HYBUR SHIPPING,VANTAGE,0
I,12/11/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,PAVO J,32.42
I,12/11/17,PT EVERGLADES,,KING OCEAN SERVICES,DOLE ECUADOR,2
I,12/11/17,PT EVERGLADES,2,HAMBURG SUD,LIMARI,22
I,12/11/17,PT EVERGLADES,34,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,2
I,12/11/17,PT EVERGLADES,14,HAMBURG SUD,LIMARI,2
I,12/11/17,PT EVERGLADES,33,HAMBURG SUD,LIMARI,0.11
I,12/11/17,PT EVERGLADES,85,HAMBURG SUD,LIMARI,0.33
I,12/11/17,PT EVERGLADES,20,HAPAG LLOYD,LIMARI,8
I,12/11/17,PT EVERGLADES,22,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,1
I,12/11/17,PT EVERGLADES,48,HAPAG LLOYD,LIMARI,2
I,12/11/17,PT EVERGLADES,95,HAPAG LLOYD,LIMARI,2
I,12/11/17,PT EVERGLADES,,HAMBURG SUD,LIMARI,11
I,12/11/17,PT EVERGLADES,10,HAMBURG SUD,LIMARI,1.75
I,12/11/17,PT EVERGLADES,48,SEALAND,MARGARETE SCHULTE,0
I,12/11/17,PT EVERGLADES,38,HAMBURG SUD,LIMARI,53.76
I,12/11/17,PT EVERGLADES,70,HAPAG LLOYD,LIMARI,2
I,12/11/17,PT EVERGLADES,73,CMA-CGM,LIMARI,0.26
I,12/11/17,PT EVERGLADES,87,HAPAG LLOYD,LIMARI,1
I,12/11/17,PT EVERGLADES,94,KING OCEAN SERVICES,DOLE ECUADOR,2
I,12/11/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,PAVO J,29.56
I,12/11/17,PT EVERGLADES,39,HAPAG LLOYD,LIMARI,11
I,12/11/17,PT EVERGLADES,52,CROWLEY LINER SERVICES,PAVO J,8
I,12/11/17,PT EVERGLADES,76,KING OCEAN SERVICES,DOLE ECUADOR,2
I,12/11/17,PT EVERGLADES,7,CROWLEY LINER SERVICES,PAVO J,13.25
I,12/11/17,PT EVERGLADES,7,HAMBURG SUD,LIMARI,22
I,12/11/17,PT EVERGLADES,8,HAPAG LLOYD,LIMARI,8
I,12/11/17,PT EVERGLADES,28,CROWLEY LINER SERVICES,PAVO J,6.02
I,12/11/17,PT EVERGLADES,28,HAMBURG SUD,LIMARI,0.33
I,12/11/17,PT EVERGLADES,68,CMA-CGM,LIMARI,3.74
I,12/11/17,PT EVERGLADES,8,DOLE OCEAN CARGO EXPRESS,DOLE ECUADOR,96.99
I,12/11/17,PT EVERGLADES,22,CROWLEY LINER SERVICES,PAVO J,6
I,12/11/17,PT EVERGLADES,22,HAMBURG SUD,LIMARI,78.12
I,12/11/17,PT EVERGLADES,42,CMA-CGM,LIMARI,4
I,12/11/17,PT EVERGLADES,86,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,0
I,12/11/17,PT EVERGLADES,8,SEALAND,MARGARETE SCHULTE,1
I,12/11/17,PT EVERGLADES,44,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,8.75
I,12/11/17,PT EVERGLADES,69,CROWLEY LINER SERVICES,PAVO J,2
I,12/11/17,PT EVERGLADES,69,HAMBURG SUD,LIMARI,4
I,12/11/17,PT EVERGLADES,2,HAPAG LLOYD,LIMARI,12
I,12/11/17,PT EVERGLADES,62,MEDITERRANEAN SHIPPING COMPANY,ALLEGRO,1
I,12/11/17,PT EVERGLADES,74,SEALAND,MARGARETE SCHULTE,2
I,12/11/17,PT EVERGLADES,76,HAMBURG SUD,LIMARI,17
I,12/11/17,PT EVERGLADES,94,HAMBURG SUD,LIMARI,0.02
I,12/11/17,PT EVERGLADES,40,CROWLEY LINER SERVICES,PAVO J,1.12
I,12/11/17,PT EVERGLADES,40,HAMBURG SUD,LIMARI,10.86
I,12/12/17,PT EVERGLADES,3,SEALAND,MAERSK WEYMOUTH,14
I,12/12/17,PT EVERGLADES,19,MEDITERRANEAN SHIPPING COMPANY,MSC VANESSA,1
I,12/12/17,PT EVERGLADES,34,CROWLEY LINER SERVICES,DENEB J,1.13
I,12/12/17,PT EVERGLADES,60,CROWLEY LINER SERVICES,DENEB J,0.25
I,12/12/17,PT EVERGLADES,70,HAPAG LLOYD,ST. LOUIS EXPRESS,1.01
I,12/12/17,PT EVERGLADES,86,CROWLEY LINER SERVICES,ROTHORN,2
I,12/12/17,PT EVERGLADES,94,NYK LINE,ST. LOUIS EXPRESS,2.24
I,12/12/17,PT EVERGLADES,39,CROWLEY LINER SERVICES,ROTHORN,2.65
I,12/12/17,PT EVERGLADES,64,MEDITERRANEAN SHIPPING COMPANY,MSC VANESSA,0.51
I,12/12/17,PT EVERGLADES,86,HAPAG LLOYD,ST. LOUIS EXPRESS,0
I,12/12/17,PT EVERGLADES,,CROWLEY LINER SERVICES,DENEB J,41.19
I,12/12/17,PT EVERGLADES,30,HAPAG LLOYD,ST. LOUIS EXPRESS,0.19
I,12/12/17,PT EVERGLADES,70,ZIM CONTAINER,MSC VANESSA,2
I,12/12/17,PT EVERGLADES,84,SEALAND,MAERSK WEYMOUTH,3
I,12/12/17,PT EVERGLADES,92,HAPAG LLOYD,ST. LOUIS EXPRESS,0
I,12/12/17,PT EVERGLADES,6,CROWLEY LINER SERVICES,DENEB J,6.04
I,12/12/17,PT EVERGLADES,9,MEDITERRANEAN SHIPPING COMPANY,MSC VANESSA,2
I,12/12/17,PT EVERGLADES,24,CROWLEY LINER SERVICES,DENEB J,4.25
I,12/12/17,PT EVERGLADES,95,MEDITERRANEAN SHIPPING COMPANY,MSC VANESSA,0.49
I,12/12/17,PT EVERGLADES,28,KING OCEAN SERVICES,MELBOURNE STRAIT,1
I,12/12/17,PT EVERGLADES,44,ZIM CONTAINER,MSC VANESSA,1
I,12/12/17,PT EVERGLADES,90,CROWLEY LINER SERVICES,ROTHORN,12.79
I,12/12/17,PT EVERGLADES,7,KING OCEAN SERVICES,ROTHORN,15.93
I,12/12/17,PT EVERGLADES,48,HAPAG LLOYD,ST. LOUIS EXPRESS,2.06
I,12/12/17,PT EVERGLADES,63,HAPAG LLOYD,ST. LOUIS EXPRESS,0
I,12/12/17,PT EVERGLADES,7,SEALAND,MAERSK WEYMOUTH,4
I,12/12/17,PT EVERGLADES,29,HAPAG LLOYD,ST. LOUIS EXPRESS,1
I,12/12/17,PT EVERGLADES,32,NYK LINE,ST. LOUIS EXPRESS,2
I,12/12/17,PT EVERGLADES,44,SEALAND,MAERSK WEYMOUTH,68
