Visit #,Start Time,End Time,Ship,Length Of Stay,Ship Type,Cargo Type Name,Visit Shipping Line Name,Stevedore,GT,LOA,Arrival Berth Name,Arrival Berth Code,Departure Berth Name,Departure Berth Code
PEV-17-004275,1/19/18 23:55,1/20/18 17:45,QUEEN ELIZABETH,18h,PASSENGER SHIP,CRUISE - MULTI-DAY,Cunard,"Florida Stevedoring, Inc.",90901,964.614,19,19,19,19
PEV-18-000160,1/20/18 2:55,1/21/18 6:35,AMERICAN LIBERTY,1d4h,TANKER,PETROLEUM,Nordsud Shipping,Marathon Petroleum Company LP,29801,601.4401,9,9,9,9
PEV-18-000154,1/20/18 4:40,1/20/18 15:00,JACOB,10h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",21971,645.7992,32,32,32,32
PEV-17-004271,1/20/18 6:05,1/20/18 17:10,FREEDOM OF THE SEAS,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,154407,1111.5044,29,29,29,29
PEV-17-004273,1/20/18 6:10,1/20/18 16:50,HARMONY OF THE SEAS,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,226963,1188.1157,18,18,18,18
PEV-17-004269,1/20/18 6:35,1/20/18 16:10,CROWN PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",113561,946.995,2,2,2,2
PEV-17-004096,1/20/18 7:00,1/20/18 16:35,CORAL PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",91627,964.614,21,21,21,21
PEV-17-004267,1/20/18 7:05,1/20/18 16:20,CARNIVAL CONQUEST,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,4,4,4,4
PEV-18-000245,1/20/18 10:35,1/20/18 23:05,DELPHINUS,13h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5730,400.0523,26,26,31,31
PEV-18-000217,1/20/18 19:35,1/21/18 18:10,MONTE TAMARO,23h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",69132,892.6945,30,30,30,30
PEV-18-000205,1/20/18 19:50,1/24/18 7:45,SEDNA OCEAN,3d12h,BULK CARRIER,COAL,Ultrabulk Shipping A/S-CRP,"Host Terminals, LLC",19815,575.8155,5,5,5,5
PEV-17-004413,1/20/18 21:20,1/21/18 7:55,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000222,1/20/18 22:45,1/22/18 20:00,TRANSPORTER,1d21h,,YACHTS LOAD ON-OFF,Spliethoff Yachts Line,"Host Terminals, LLC",6714,330.3999,21,21,21,21
PEV-17-004276,1/21/18 2:05,1/22/18 1:20,ALLURE OF THE SEAS,23h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,225282,1181.16,18,18,18,18
PEV-18-000185,1/21/18 3:20,1/21/18 20:00,ST LOUIS EXPRESS,17h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",40146,798.4313,31,31,31,31
PEV-17-004280,1/21/18 6:05,1/21/18 16:00,REGAL PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",142714,1082.73,2,2,2,2
PEV-17-004278,1/21/18 6:45,1/21/18 16:05,EURODAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",86273,936.4958,26,26,26,26
PEV-18-000238,1/21/18 12:10,1/23/18 2:00,S/R AMERICAN PROGRESS,1d14h,TANKER,GASOLINE,"Seariver Maritime, Inc.",ExxonMobil Oil Corporation,30415,600.423,9,9,9,9
PEV-18-000188,1/21/18 19:45,1/22/18 6:30,MAERSK WEYMOUTH,11h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-17-004414,1/21/18 21:15,1/23/18 8:00,JAUME I,1d11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000258,1/21/18 23:15,1/22/18 10:40,VEGA SACHSEN,11h,GENERAL CARGO,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",9957,484.9646,33A,33A,33A,33A
PEV-18-000244,1/22/18 2:35,1/22/18 9:40,PLANET V,7h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",4984,381.9084,31,31,31,31
PEV-18-000259,1/22/18 4:00,1/22/18 16:00,PEGASUS J,12h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8273,458.0276,32,32,32,32
PEV-17-004559,1/22/18 5:05,1/22/18 22:00,HOEGH INCHON,17h,VEHICLES CARRIER,AUTOMOBILES,Hoegh Autoliners,Logistec Stevedoring Inc.,44219,588.8575,29,29,29,29
PEV-17-004261,1/22/18 6:05,1/22/18 16:35,INDEPENDENCE OF THE SEAS,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,154407,1111.9965,18,18,18,18
PEV-18-000223,1/22/18 6:55,1/23/18 17:10,OVERSEAS KEY WEST,1d10h,TANKER,GASOLINE,BP Amoco,Chevron U.S.A. Inc. d/b/a Chevron Products Company,30770,619.7809,13,13,13,13
PEV-18-000272,1/22/18 6:55,1/22/18 16:50,VANTAGE,10h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-000215,1/22/18 9:30,1/22/18 23:30,LIMARI,14h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",42382,878.3237,30,30,30,30
PEV-18-000170,1/22/18 13:45,1/22/18 17:55,ALLEGRO,4h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,31,31,31,31
PEV-17-004534,1/22/18 21:40,1/31/18 20:35,LILA II,8d23h,BULK CARRIER,CEMENT,EMIRATES BULK CARRIERS,Lehigh Cement,22549,590.3503,14,14,14,14
PEV-18-000257,1/23/18 1:20,1/23/18 23:35,DENEB J,22h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,33A,33A,33A,33A
PEV-18-000304,1/23/18 1:20,1/23/18 7:40,TUG DADE,6h,TUG,DIESEL,"Kirby Inland Marine, LP","TransMontaigne Product Services, Inc.",278,99.9721,3,3,3,3
PEV-18-000303,1/23/18 1:20,1/23/18 7:40,BARGE #405,6h,TANK BARGE,DIESEL,"Kirby Inland Marine, LP","TransMontaigne Product Services, Inc.",2113,263.3,3,3,3,3
PEV-18-000268,1/23/18 4:25,1/23/18 15:05,BARGE 650-5,11h,TANK BARGE,PETROLEUM,Nordsud Shipping,"Marathon Petroleum Company, LLC",13462,587.0037,7,7,7,7
PEV-18-000267,1/23/18 4:25,1/23/18 15:05,TUG COURAGE,11h,TUG,PETROLEUM,Nordsud Shipping,"Marathon Petroleum Company, LLC",1043,135.0131,7,7,7,7
PEV-17-004282,1/23/18 5:35,1/23/18 23:00,COSTA DELIZIOSA,17h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Costa Cruise Lines, N.V.","Florida Stevedoring, Inc.",92720,964.614,19,19,19,19
PEV-18-000183,1/23/18 6:15,1/23/18 19:35,MSC CADIZ,13h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",61870,887.1824,31,31,31,31
PEV-17-004283,1/23/18 7:20,1/23/18 22:00,NIEUW AMSTERDAM,15h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",86273,936.0693,26,26,26,26
PEV-18-000274,1/23/18 7:25,1/23/18 19:00,CARIBE MARINER,12h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,16,16,16,16
PEV-18-000278,1/23/18 8:45,1/24/18 0:20,BARGE 455-3,16h,GENERAL CARGO BARGE,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7913,400,32,32,32,32
PEV-18-000279,1/23/18 8:45,1/24/18 0:20,TUG SENTRY,16h,TUG,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",538,136.0303,32,32,32,32
PEV-18-000280,1/23/18 10:50,1/26/18 8:30,AS FIORELLA,2d22h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,29,29,33A,33A
PEV-18-000186,1/23/18 11:55,1/23/18 15:30,MAERSK WILMINGTON,4h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",17280,564.2992,30,30,30,30
PEV-18-000266,1/23/18 19:20,1/24/18 17:40,UACC FALCON,22h,TANKER,JET FUEL,Executive Ship Management Pte/Singapore,Valero Marketing & Supply Co.,42010,750.0366,13,13,13,13
PEV-17-004396,1/23/18 21:30,1/25/18 8:00,JAUME I,1d11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000312,1/24/18 1:45,1/24/18 15:20,PLANET V,14h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",4984,381.9084,30,30,30,30
PEV-18-000281,1/24/18 2:25,1/28/18 0:05,K-STORM,3d22h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,32,32,15,15
PEV-17-004258,1/24/18 6:25,1/24/18 17:00,VEENDAM,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",57092,719.228,21,21,21,21
PEV-17-004286,1/24/18 6:55,1/24/18 16:00,KONINGSDAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",99836,982.6595,26,26,26,26
PEV-17-004285,1/24/18 7:00,1/24/18 19:05,ISLAND PRINCESS,12h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",91627,964.614,2,2,2,2
PEV-18-000306,1/24/18 8:40,1/24/18 14:00,CAPE MAIL,5h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,858,218.0224,18,18,18,18
PEV-18-000171,1/24/18 11:05,1/24/18 20:30,ALLEGRO,9h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,31,31,31,31
PEV-18-000273,1/24/18 14:25,1/25/18 14:25,CARIBE NAVIGATOR,1d,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2996,327.9359,16,16,16,16
PEV-18-000229,1/24/18 19:25,1/25/18 23:20,TUG INNOVATION,1d4h,TUG,JET FUEL,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,1052,135.0131,13,13,13,13
PEV-18-000228,1/24/18 19:25,1/25/18 23:20,BARGE 650-9,1d4h,TANK BARGE,JET FUEL,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,13500,587.0037,13,13,13,13
PEV-18-000255,1/24/18 20:50,1/26/18 10:20,SEABULK ARCTIC,1d14h,TANKER,PETROLEUM,Seabulk Tanker Co.,Citgo Petroleum Corporation,30415,600.423,9,9,9,9
PEV-18-000326,1/25/18 0:20,1/25/18 22:20,PAVO J,22h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33C,33C,32,32
PEV-18-000308,1/25/18 4:10,1/26/18 3:10,VEGA LUNA,23h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9940,485.1615,30,30,30,30
PEV-18-000315,1/25/18 4:30,1/28/18 3:40,HOHEBANK,2d23h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,17,17,32,32
PEV-18-000214,1/25/18 9:25,1/26/18 0:15,ELISABETH-S.,15h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",40541,856.6691,31,31,31,31
PEV-18-000246,1/25/18 12:30,1/27/18 11:30,NOMADIC MILDE,1d23h,GENERAL CARGO,YACHTS LOAD ON-OFF,New Normadic Short Sea Shipping,"Host Terminals, LLC",9530,453.1061,4,4,4,4
PEV-18-000275,1/25/18 15:00,1/25/18 20:10,CARIBE MARINER,5h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,16,16,16,16
PEV-18-000325,1/25/18 16:25,1/26/18 15:55,USCGC TAHOMA WMEC-908,24h,USCG,U.S. COAST GUARD,U S Coast Guard,STEVEDORE NOT REQUIRED,1780,270,2,2,2,2
PEV-18-000342,1/25/18 16:50,1/26/18 15:35,USCGC DEPENDABLE WMEC-626,23h,USCG,U.S. COAST GUARD,U S Coast Guard,STEVEDORE NOT REQUIRED,1007,210.5,3,3,3,3
PEV-18-000369,1/25/18 17:00,1/25/18 22:00,FLORIDA EXPRESS,5h,SUPPLY SHIP,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,972,220.0239,33C,33C,33C,33C
PEV-18-000253,1/25/18 19:35,1/28/18 10:30,ADVANCE VICTORIA,2d15h,TANKER,JET FUEL,ACE TANKERS,"TransMontaigne Product Services, Inc.",40964,748.068,7,7,7,7
PEV-17-004403,1/25/18 21:30,1/27/18 12:00,JAUME I,1d14h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000309,1/25/18 23:35,1/26/18 8:05,CHARLOTTE,9h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2035,297.2586,32,32,32,32
PEV-17-004206,1/26/18 2:00,1/27/18 3:15,WARNOW WHALE,1d1h,CONTAINER SHIP,CONTAINER,Solymar/Agriex Line,Portus-PEV LLC,15375,545.1381,19,19,19,19
PEV-18-000370,1/26/18 2:40,1/27/18 13:55,FLORIDA EXPRESS,1d11h,SUPPLY SHIP,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,972,220.0239,33B,33B,33B,33B
PEV-18-000277,1/26/18 3:15,1/27/18 19:35,BW NILE,1d16h,TANKER,JET FUEL,BW Fleet Management Pte. Ltd.,Valero Marketing & Supply Co.,43072,748.068,13,13,13,13
PEV-18-000166,1/26/18 5:35,1/27/18 0:55,SEALAND NEW YORK,19h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",74661,997.949,31,31,31,31
PEV-18-000307,1/26/18 6:00,1/27/18 7:40,CHIQUITA EXPRESS,1d2h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-17-004288,1/26/18 6:55,1/26/18 16:00,SERENADE OF THE SEAS,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,90090,961.9892,18,18,18,18
PEV-17-004287,1/26/18 7:40,1/26/18 16:40,CELEBRITY SILHOUETTE,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Celebrity Cruises,Eller-I.T.O. Stevedoring Company L.L.C.,122210,1033.515,29,29,29,29
PEV-18-000310,1/26/18 10:25,1/27/18 15:00,ROTHORN,1d5h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",12029,515.5107,33A,33A,33A,33A
PEV-18-000327,1/26/18 14:05,1/27/18 4:10,REGULA,14h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,32,32,32,32
PEV-18-000305,1/26/18 19:05,1/29/18 2:10,GARDEN STATE,2d7h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29923,610.266,9,9,9,9
PEV-18-000318,1/26/18 19:50,1/28/18 8:20,MELBOURNE STRAIT,1d13h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.4316,17,17,30,30
PEV-18-000213,1/27/18 3:10,1/27/18 23:50,CAP ANDREAS,21h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",69809,888.8229,31,31,31,31
PEV-17-004290,1/27/18 6:00,1/27/18 17:35,CELEBRITY SUMMIT,12h,PASSENGER SHIP,CRUISE - MULTI-DAY,Celebrity Cruises,Eller-I.T.O. Stevedoring Company L.L.C.,90940,964.614,19,19,19,19
PEV-17-004274,1/27/18 6:20,1/27/18 17:20,HARMONY OF THE SEAS,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,226963,1188.1157,18,18,18,18
PEV-17-004262,1/27/18 6:45,1/27/18 17:00,INDEPENDENCE OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,154407,1111.9965,29,29,29,29
PEV-17-004291,1/27/18 6:55,1/27/18 16:45,ZUIDERDAM,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",82305,936.463,21,21,21,21
PEV-17-004289,1/27/18 7:00,1/27/18 16:05,CARIBBEAN PRINCESS,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",112894,950.0464,2,2,2,2
PEV-17-004284,1/27/18 7:35,1/27/18 16:20,NIEUW AMSTERDAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",86273,936.0693,26,26,26,26
PEV-17-004570,1/27/18 8:00,1/27/18 17:10,JSP AMIHAN,9h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",9996,456.6168,32,32,32,32
PEV-18-000319,1/27/18 11:00,1/28/18 12:00,DELPHINUS,1d1h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5730,400.0523,5,5,30,30
PEV-18-000347,1/27/18 11:05,1/28/18 2:05,GRAND EXPRESS,15h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,6,6,17,17
PEV-18-000329,1/27/18 19:15,1/28/18 6:45,PEGASUS J,11h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8273,458.0276,33A,33A,33A,33A
PEV-18-000363,1/27/18 19:30,1/29/18 7:00,YACHT PHOENIX 2,1d12h,YACHT,LAY-IN,Owner (Misc Vessel) Not Listed.,STEVEDORE NOT REQUIRED,2667,295.3228,20,20,20,20
PEV-17-004410,1/27/18 21:35,1/28/18 8:15,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000201,1/28/18 2:35,1/30/18 10:35,ATHIRI,2d8h,TANKER,JET FUEL,Roxana Shipping S.A.,Valero Marketing & Supply Co.,42225,751.7099,13,13,13,13
PEV-18-000384,1/28/18 5:05,1/28/18 18:15,HAMMONIA PALATIUM,13h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",26435,685.4993,32,32,32,32
PEV-17-004281,1/28/18 6:05,1/28/18 16:05,REGAL PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",142714,1082.73,2,2,2,2
PEV-17-004272,1/28/18 6:10,1/28/18 17:30,FREEDOM OF THE SEAS,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,154407,1111.5044,29,29,29,29
PEV-17-004279,1/28/18 6:45,1/28/18 16:05,EURODAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",86273,936.4958,26,26,26,26
PEV-17-004268,1/28/18 6:50,1/28/18 16:15,CARNIVAL CONQUEST,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,4,4,4,4
PEV-17-004270,1/28/18 7:05,1/28/18 16:45,CROWN PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",113561,946.995,21,21,21,21
PEV-17-004277,1/28/18 7:30,1/28/18 17:05,ALLURE OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,225282,1181.16,18,18,18,18
PEV-18-000321,1/28/18 7:45,1/28/18 20:00,MAERSK WINNIPEG,12h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,31,31,31,31
PEV-18-000328,1/28/18 8:25,1/28/18 23:00,K-BREEZE,15h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-000339,1/28/18 11:55,1/30/18 6:25,BARGE GM 13501,1d19h,TANK BARGE,DIESEL,"Hornbeck Offshore Operators, LLC","TransMontaigne Product Services, Inc.",9787,445,7,7,7,7
PEV-18-000338,1/28/18 11:55,1/30/18 6:25,TUG GENESIS PATRIOT,1d19h,TUG,DIESEL,Genesis Marine,"TransMontaigne Product Services, Inc.",682,123.989,7,7,7,7
PEV-18-000314,1/28/18 20:00,1/29/18 10:35,TUG CROSBY RAM,15h,TUG,PROPANE,Targa Downstream Services LLC,Targa Downstream Services LLC,264,94.0006,11,11,11,11
PEV-18-000313,1/28/18 20:00,1/29/18 10:35,BARGE NAVAJO,15h,TANK BARGE,PROPANE,Targa Downstream Services LLC,Targa Downstream Services LLC,4184,292,11,11,11,11
PEV-18-000364,1/28/18 20:30,1/29/18 18:00,VANQUISH,22h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,15,15,15,15
PEV-18-000401,1/28/18 22:30,1/30/18 7:55,JAUME I,1d9h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000343,1/29/18 4:35,1/30/18 8:45,BARGE KIRBY 185-02,1d4h,TANK BARGE,PETROLEUM,Kirby Offshore Marine,"Transmontaigne Product Services, Inc.",11647,578,9,9,9,9
PEV-18-000344,1/29/18 4:35,1/30/18 8:30,TUG TINA PYNE,1d4h,TUG,PETROLEUM,Kirby Offshore Marine,"Transmontaigne Product Services, Inc.",1180,135.9974,9,9,9,9
PEV-18-000400,1/29/18 4:55,1/30/18 23:15,NOMADIC MILDE,1d18h,GENERAL CARGO,YACHTS LOAD ON-OFF,New Nomadic Short Sea Shipping - Norway,"Host Terminals, LLC",9530,453.1061,4,4,4,4
PEV-17-004266,1/29/18 6:10,1/29/18 16:15,ROYAL PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",142714,1082.73,2,2,2,2
PEV-17-004264,1/29/18 6:50,1/29/18 16:00,CELEBRITY REFLECTION,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Celebrity Cruises,Eller-I.T.O. Stevedoring Company L.L.C.,125366,1046.639,18,18,18,18
PEV-18-000157,1/29/18 7:55,1/30/18 6:45,SCM ELPIDA,23h,GENERAL CARGO,CONTAINER,SCM Lines,"Host Terminals, LLC",6170,353.5278,19,19,19,19
PEV-18-000354,1/29/18 7:55,1/29/18 20:50,DUBLIN EXPRESS,13h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",46009,921.961,31,31,31,31
PEV-18-000383,1/29/18 8:15,1/30/18 0:35,TUCANA J,16h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-000380,1/29/18 10:00,1/30/18 9:05,VEGA SCORPIO,23h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",9999,456.3871,30,30,30,30
PEV-18-000271,1/29/18 10:30,2/1/18 15:00,AS FELICIA,3d5h,CONTAINER SHIP,CONTAINER,Solymar/Agriex Line,Portus-PEV LLC,15375,545.1381,27,27,27,27
PEV-18-000172,1/29/18 13:45,1/29/18 19:00,ALLEGRO,5h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-000365,1/29/18 17:00,1/30/18 2:30,CHAMPION III,10h,LANDING CRAFT,GENERAL CARGO,Dean-Shipping,"Host Terminals, LLC",1097,178.4044,21,21,21,21
PEV-18-000330,1/29/18 22:20,1/30/18 22:00,VEGA SACHSEN,24h,GENERAL CARGO,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",9957,484.9646,32,32,32,32
PEV-18-000182,1/30/18 5:40,1/30/18 16:35,MSC MARTA,11h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",65483,901.1923,31,31,31,31
PEV-18-000346,1/30/18 5:55,1/30/18 13:20,HOEGH MAPUTO,7h,VEHICLES CARRIER,AUTOMOBILES,Hoegh Autoliners,Logistec Stevedoring Inc.,47266,599.7668,29,29,29,29
PEV-18-000367,1/30/18 6:35,1/30/18 19:20,VANTAGE,13h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,15,15,15,15
PEV-18-000334,1/30/18 8:25,1/30/18 22:45,BARGE AMELIE,14h,GENERAL CARGO BARGE,GENERAL CARGO,American Tugs Inc.,"Host Terminals, LLC",1948,250,21,21,21,21
PEV-18-000335,1/30/18 8:25,1/30/18 22:45,TUG DON JAIME,14h,TUG,GENERAL CARGO,American Tugs Inc.,"Host Terminals, LLC",218,96.1989,21,21,21,21
PEV-18-000341,1/30/18 11:00,1/31/18 17:10,TUG CAPT. FRED BOUCHARD,1d6h,TUG,GASOLINE,Bouchard Transportation.,"TransMontaigne Product Services, Inc.",592,0,9,9,9,9
